student_id,name,course,course_type,year,gender,age,fee_total,fee_paid,fee_pending,fee_status
GTC1323,Student_1323,BA,UG,2,Female,21,8000,8000,0,Paid
GTC1324,Student_1324,BA,UG,3,Female,21,8000,8000,0,Paid
GTC1325,Student_1325,BA,UG,2,Female,20,8000,5494,2506,Pending
GTC1326,Student_1326,BA,UG,1,Female,19,8000,8000,0,Paid
GTC1327,Student_1327,BA,UG,1,Female,21,8000,8000,0,Paid
GTC1328,Student_1328,BA,UG,1,Female,18,8000,8000,0,Paid
GTC1329,Student_1329,BA,UG,1,Male,22,8000,8000,0,Paid
GTC1330,Student_1330,BA,UG,1,Female,18,8000,4214,3786,Pending
GTC1331,Student_1331,BA,UG,3,Female,19,8000,5111,2889,Pending
GTC1332,Student_1332,BA,UG,2,Female,22,8000,8000,0,Paid
GTC1333,Student_1333,BA,UG,3,Female,21,8000,8000,0,Paid
GTC1334,Student_1334,BA,UG,2,Male,22,8000,8000,0,Paid
GTC1335,Student_1335,BA,UG,3,Male,18,8000,4533,3467,Pending
GTC1336,Student_1336,BA,UG,2,Male,21,8000,8000,0,Paid
GTC1337,Student_1337,BA,UG,3,Female,18,8000,8000,0,Paid
GTC1338,Student_1338,BA,UG,3,Female,21,8000,8000,0,Paid
GTC1339,Student_1339,BA,UG,2,Male,18,8000,8000,0,Paid
GTC1340,Student_1340,BA,UG,3,Male,20,8000,8000,0,Paid
GTC1341,Student_1341,BA,UG,2,Female,19,8000,1990,6010,Pending
GTC1342,Student_1342,BA,UG,1,Female,21,8000,8000,0,Paid
GTC1343,Student_1343,BA,UG,3,Female,20,8000,8000,0,Paid
GTC1344,Student_1344,BA,UG,2,Male,18,8000,3241,4759,Pending
GTC1345,Student_1345,BA,UG,1,Male,22,8000,5048,2952,Pending
GTC1346,Student_1346,BA,UG,3,Female,22,8000,5792,2208,Pending
GTC1347,Student_1347,BA,UG,3,Female,22,8000,8000,0,Paid
GTC1348,Student_1348,BA,UG,1,Female,21,8000,8000,0,Paid
GTC1349,Student_1349,BA,UG,1,Male,21,8000,5891,2109,Pending
GTC1350,Student_1350,BA,UG,2,Male,22,8000,8000,0,Paid
GTC1351,Student_1351,BA,UG,1,Male,20,8000,8000,0,Paid
GTC1352,Student_1352,BA,UG,1,Male,21,8000,8000,0,Paid
GTC1353,Student_1353,BA,UG,3,Male,20,8000,8000,0,Paid
GTC1354,Student_1354,BA,UG,2,Female,19,8000,8000,0,Paid
GTC1355,Student_1355,BA,UG,3,Female,21,8000,8000,0,Paid
GTC1356,Student_1356,BA,UG,1,Female,18,8000,8000,0,Paid
GTC1357,Student_1357,BA,UG,1,Male,18,8000,8000,0,Paid
GTC1358,Student_1358,BA,UG,1,Male,21,8000,8000,0,Paid
GTC1359,Student_1359,BA,UG,1,Male,18,8000,8000,0,Paid
GTC1360,Student_1360,BA,UG,1,Male,18,8000,8000,0,Paid
GTC1361,Student_1361,BA,UG,3,Male,18,8000,8000,0,Paid
GTC1362,Student_1362,BA,UG,3,Female,21,8000,8000,0,Paid
GTC1363,Student_1363,BA,UG,2,Female,20,8000,8000,0,Paid
GTC1364,Student_1364,BA,UG,2,Male,20,8000,8000,0,Paid
GTC1365,Student_1365,BA,UG,1,Male,22,8000,6547,1453,Pending
GTC1366,Student_1366,BA,UG,1,Male,19,8000,8000,0,Paid
GTC1367,Student_1367,BA,UG,3,Male,22,8000,8000,0,Paid
GTC1368,Student_1368,BA,UG,3,Male,21,8000,8000,0,Paid
GTC1369,Student_1369,BA,UG,3,Female,22,8000,8000,0,Paid
GTC1370,Student_1370,BA,UG,2,Male,22,8000,4962,3038,Pending
GTC1371,Student_1371,BA,UG,2,Male,19,8000,8000,0,Paid
GTC1372,Student_1372,BA,UG,2,Female,22,8000,3475,4525,Pending
GTC1373,Student_1373,BA,UG,1,Female,18,8000,8000,0,Paid
GTC1374,Student_1374,BA,UG,1,Female,18,8000,8000,0,Paid
GTC1375,Student_1375,BA,UG,2,Female,21,8000,8000,0,Paid
GTC1376,Student_1376,BA,UG,3,Female,20,8000,8000,0,Paid
GTC1377,Student_1377,BA,UG,3,Male,22,8000,3835,4165,Pending
GTC1378,Student_1378,BA,UG,1,Female,21,8000,8000,0,Paid
GTC1379,Student_1379,BA,UG,1,Female,19,8000,8000,0,Paid
GTC1380,Student_1380,BA,UG,2,Female,21,8000,8000,0,Paid
GTC1381,Student_1381,BA,UG,2,Female,19,8000,8000,0,Paid
GTC1382,Student_1382,BA,UG,2,Female,21,8000,8000,0,Paid
GTC1383,Student_1383,BA,UG,1,Male,19,8000,8000,0,Paid
GTC1384,Student_1384,BA,UG,3,Female,19,8000,8000,0,Paid
GTC1385,Student_1385,BA,UG,1,Male,21,8000,8000,0,Paid
GTC1386,Student_1386,BA,UG,1,Male,22,8000,8000,0,Paid
GTC1387,Student_1387,BA,UG,3,Male,19,8000,2617,5383,Pending
GTC1388,Student_1388,BA,UG,1,Female,18,8000,8000,0,Paid
GTC1389,Student_1389,BA,UG,3,Female,18,8000,4453,3547,Pending
GTC1390,Student_1390,BA,UG,1,Female,20,8000,8000,0,Paid
GTC1391,Student_1391,BA,UG,3,Female,20,8000,2887,5113,Pending
GTC1392,Student_1392,BA,UG,1,Male,22,8000,8000,0,Paid
GTC1393,Student_1393,BA,UG,2,Female,21,8000,8000,0,Paid
GTC1394,Student_1394,BA,UG,3,Male,18,8000,2487,5513,Pending
GTC1395,Student_1395,BA,UG,3,Female,18,8000,8000,0,Paid
GTC1396,Student_1396,BA,UG,2,Female,22,8000,8000,0,Paid
GTC1397,Student_1397,BA,UG,1,Male,21,8000,8000,0,Paid
GTC1398,Student_1398,BA,UG,2,Female,21,8000,5160,2840,Pending
GTC1399,Student_1399,BA,UG,1,Male,19,8000,7112,888,Pending
GTC1400,Student_1400,BA,UG,3,Female,20,8000,5605,2395,Pending
GTC1401,Student_1401,BA,UG,2,Male,18,8000,8000,0,Paid
GTC1402,Student_1402,BA,UG,3,Female,22,8000,5077,2923,Pending
GTC1403,Student_1403,BA,UG,3,Female,20,8000,8000,0,Paid
GTC1404,Student_1404,BA,UG,3,Female,22,8000,3120,4880,Pending
GTC1405,Student_1405,BA,UG,1,Male,18,8000,6934,1066,Pending
GTC1406,Student_1406,BA,UG,2,Male,22,8000,2753,5247,Pending
GTC1407,Student_1407,BA,UG,2,Male,20,8000,6769,1231,Pending
GTC1408,Student_1408,BA,UG,2,Female,18,8000,8000,0,Paid
GTC1409,Student_1409,BA,UG,2,Male,21,8000,8000,0,Paid
GTC1410,Student_1410,BA,UG,3,Male,20,8000,5592,2408,Pending
GTC1411,Student_1411,BA,UG,2,Female,21,8000,8000,0,Paid
GTC1412,Student_1412,BA,UG,3,Female,18,8000,6302,1698,Pending
GTC1413,Student_1413,BA,UG,2,Female,22,8000,8000,0,Paid
GTC1414,Student_1414,BA,UG,1,Male,18,8000,2480,5520,Pending
GTC1415,Student_1415,BA,UG,2,Female,22,8000,8000,0,Paid
GTC1416,Student_1416,BA,UG,2,Male,22,8000,8000,0,Paid
GTC1417,Student_1417,BA,UG,2,Female,20,8000,8000,0,Paid
GTC1418,Student_1418,BA,UG,3,Male,18,8000,8000,0,Paid
GTC1419,Student_1419,BA,UG,1,Male,20,8000,8000,0,Paid
GTC1420,Student_1420,BA,UG,2,Female,19,8000,8000,0,Paid
GTC1421,Student_1421,BA,UG,3,Male,21,8000,8000,0,Paid
GTC1422,Student_1422,BA,UG,1,Female,18,8000,8000,0,Paid
GTC1423,Student_1423,BA,UG,2,Female,19,8000,1637,6363,Pending
GTC1424,Student_1424,BA,UG,1,Female,19,8000,8000,0,Paid
GTC1425,Student_1425,BA,UG,3,Male,21,8000,7064,936,Pending
GTC1426,Student_1426,BA,UG,3,Female,22,8000,8000,0,Paid
GTC1427,Student_1427,BA,UG,1,Female,22,8000,8000,0,Paid
GTC1428,Student_1428,BA,UG,3,Male,18,8000,8000,0,Paid
GTC1429,Student_1429,BA,UG,2,Female,19,8000,8000,0,Paid
GTC1430,Student_1430,BA,UG,3,Male,20,8000,8000,0,Paid
GTC1431,Student_1431,BA,UG,1,Female,18,8000,6582,1418,Pending
GTC1432,Student_1432,BA,UG,1,Female,18,8000,8000,0,Paid
GTC1433,Student_1433,BA,UG,1,Male,22,8000,8000,0,Paid
GTC1434,Student_1434,BA,UG,1,Male,18,8000,8000,0,Paid
GTC1435,Student_1435,BA,UG,1,Male,18,8000,8000,0,Paid
GTC1436,Student_1436,BA,UG,1,Female,21,8000,8000,0,Paid
GTC1437,Student_1437,BA,UG,1,Male,20,8000,8000,0,Paid
GTC1438,Student_1438,BA,UG,1,Female,18,8000,8000,0,Paid
GTC1439,Student_1439,BA,UG,1,Male,20,8000,8000,0,Paid
GTC1440,Student_1440,BA,UG,3,Male,20,8000,8000,0,Paid
GTC1441,Student_1441,BA,UG,2,Male,18,8000,8000,0,Paid
GTC1442,Student_1442,BA,UG,1,Male,21,8000,8000,0,Paid
GTC1443,Student_1443,BA,UG,1,Female,22,8000,8000,0,Paid
GTC1444,Student_1444,BA,UG,3,Female,21,8000,8000,0,Paid
GTC1445,Student_1445,BA,UG,1,Male,21,8000,8000,0,Paid
GTC1446,Student_1446,BA,UG,1,Male,21,8000,6243,1757,Pending
GTC1447,Student_1447,BA,UG,2,Male,19,8000,8000,0,Paid
GTC1448,Student_1448,BA,UG,2,Male,21,8000,8000,0,Paid
GTC1449,Student_1449,BA,UG,1,Male,21,8000,8000,0,Paid
GTC1450,Student_1450,BA,UG,1,Female,19,8000,8000,0,Paid
GTC1451,Student_1451,BA,UG,2,Male,21,8000,8000,0,Paid
GTC1452,Student_1452,BA,UG,2,Female,21,8000,8000,0,Paid
GTC1453,Student_1453,BA,UG,2,Female,21,8000,8000,0,Paid
GTC1454,Student_1454,BA,UG,3,Female,21,8000,8000,0,Paid
GTC1455,Student_1455,BA,UG,1,Female,19,8000,8000,0,Paid
GTC1456,Student_1456,BA,UG,2,Male,18,8000,6662,1338,Pending
GTC1457,Student_1457,BA,UG,1,Male,19,8000,8000,0,Paid
GTC1458,Student_1458,BA,UG,2,Female,19,8000,8000,0,Paid
GTC1459,Student_1459,BA,UG,2,Female,18,8000,4258,3742,Pending
GTC1460,Student_1460,BA,UG,3,Male,19,8000,8000,0,Paid
GTC1461,Student_1461,BA,UG,1,Female,22,8000,8000,0,Paid
GTC1462,Student_1462,BA,UG,1,Female,21,8000,8000,0,Paid
GTC1463,Student_1463,BA,UG,1,Male,19,8000,8000,0,Paid
GTC1464,Student_1464,BA,UG,2,Female,18,8000,3145,4855,Pending
GTC1465,Student_1465,BA,UG,2,Female,21,8000,8000,0,Paid
GTC1466,Student_1466,BA,UG,3,Female,21,8000,5510,2490,Pending
GTC1467,Student_1467,BA,UG,1,Male,18,8000,8000,0,Paid
GTC1468,Student_1468,BA,UG,3,Male,18,8000,8000,0,Paid
GTC1469,Student_1469,BA,UG,2,Male,20,8000,8000,0,Paid
GTC1470,Student_1470,BA,UG,1,Male,19,8000,8000,0,Paid
GTC1471,Student_1471,BA,UG,3,Male,20,8000,3810,4190,Pending
GTC1472,Student_1472,BA,UG,3,Female,19,8000,3392,4608,Pending
GTC1473,Student_1473,BA,UG,3,Female,20,8000,8000,0,Paid
GTC1474,Student_1474,BA,UG,1,Male,22,8000,8000,0,Paid
GTC1475,Student_1475,BA,UG,2,Female,21,8000,8000,0,Paid
GTC1476,Student_1476,BA,UG,3,Male,18,8000,8000,0,Paid
GTC1477,Student_1477,BA,UG,1,Male,19,8000,8000,0,Paid
GTC1478,Student_1478,BA,UG,3,Female,20,8000,4601,3399,Pending
GTC1479,Student_1479,BA,UG,3,Female,18,8000,2709,5291,Pending
GTC1480,Student_1480,BA,UG,3,Male,19,8000,8000,0,Paid
GTC1481,Student_1481,BA,UG,3,Female,18,8000,8000,0,Paid
GTC1482,Student_1482,BA,UG,2,Male,22,8000,6926,1074,Pending
GTC1483,Student_1483,BA,UG,3,Female,20,8000,8000,0,Paid
GTC1484,Student_1484,BA,UG,1,Female,21,8000,6309,1691,Pending
GTC1485,Student_1485,BA,UG,2,Male,18,8000,3623,4377,Pending
GTC1486,Student_1486,BA,UG,2,Male,20,8000,8000,0,Paid
GTC1487,Student_1487,BA,UG,3,Female,18,8000,4834,3166,Pending
GTC1488,Student_1488,BA,UG,1,Male,22,8000,3773,4227,Pending
GTC1489,Student_1489,BA,UG,3,Female,21,8000,8000,0,Paid
GTC1490,Student_1490,BA,UG,3,Male,21,8000,8000,0,Paid
GTC1491,Student_1491,BA,UG,2,Male,22,8000,8000,0,Paid
GTC1492,Student_1492,BA,UG,2,Male,22,8000,8000,0,Paid
GTC1493,Student_1493,BA,UG,2,Female,18,8000,5727,2273,Pending
GTC1494,Student_1494,BA,UG,3,Male,22,8000,8000,0,Paid
GTC1495,Student_1495,BA,UG,1,Male,21,8000,8000,0,Paid
GTC1496,Student_1496,BA,UG,2,Female,19,8000,8000,0,Paid
GTC1497,Student_1497,BA,UG,1,Male,22,8000,8000,0,Paid
GTC1498,Student_1498,BA,UG,1,Male,21,8000,6963,1037,Pending
GTC1499,Student_1499,BA,UG,3,Male,22,8000,8000,0,Paid
GTC1500,Student_1500,BA,UG,2,Male,22,8000,8000,0,Paid
GTC1501,Student_1501,BA,UG,1,Female,20,8000,8000,0,Paid
GTC1502,Student_1502,BA,UG,3,Female,19,8000,3376,4624,Pending
GTC1503,Student_1503,BA,UG,2,Female,20,8000,8000,0,Paid
GTC1504,Student_1504,BA,UG,1,Male,18,8000,8000,0,Paid
GTC1505,Student_1505,BA,UG,3,Male,20,8000,8000,0,Paid
GTC1506,Student_1506,BA,UG,3,Male,18,8000,6078,1922,Pending
GTC1507,Student_1507,BA,UG,2,Male,22,8000,8000,0,Paid
GTC1508,Student_1508,BA,UG,2,Female,19,8000,3223,4777,Pending
GTC1509,Student_1509,BA,UG,1,Male,22,8000,8000,0,Paid
GTC1510,Student_1510,BA,UG,1,Female,22,8000,8000,0,Paid
GTC1511,Student_1511,BA,UG,1,Male,22,8000,8000,0,Paid
GTC1512,Student_1512,BA,UG,1,Female,19,8000,8000,0,Paid
GTC1513,Student_1513,BA,UG,2,Male,20,8000,4864,3136,Pending
GTC1514,Student_1514,BA,UG,3,Male,19,8000,8000,0,Paid
GTC1515,Student_1515,BA,UG,3,Male,22,8000,5308,2692,Pending
GTC1516,Student_1516,BA,UG,1,Female,21,8000,8000,0,Paid
GTC1517,Student_1517,BA,UG,1,Male,19,8000,8000,0,Paid
GTC1518,Student_1518,BA,UG,1,Male,21,8000,8000,0,Paid
GTC1519,Student_1519,BA,UG,2,Male,21,8000,8000,0,Paid
GTC1520,Student_1520,BA,UG,2,Female,18,8000,8000,0,Paid
GTC1521,Student_1521,BA,UG,3,Male,22,8000,4559,3441,Pending
GTC1522,Student_1522,BA,UG,1,Male,18,8000,8000,0,Paid
GTC1523,Student_1523,BA,UG,1,Male,19,8000,6293,1707,Pending
GTC1524,Student_1524,BA,UG,3,Male,18,8000,4666,3334,Pending
GTC1525,Student_1525,BA,UG,1,Female,18,8000,5669,2331,Pending
GTC1526,Student_1526,BA,UG,1,Male,18,8000,8000,0,Paid
GTC1527,Student_1527,BA,UG,3,Male,22,8000,5900,2100,Pending
GTC1528,Student_1528,BA,UG,1,Female,20,8000,4110,3890,Pending
GTC1529,Student_1529,BA,UG,2,Female,20,8000,8000,0,Paid
GTC1530,Student_1530,BA,UG,3,Female,21,8000,8000,0,Paid
GTC1531,Student_1531,BA,UG,1,Female,22,8000,8000,0,Paid
GTC1532,Student_1532,BA,UG,1,Male,21,8000,8000,0,Paid
GTC1533,Student_1533,BA,UG,3,Female,20,8000,8000,0,Paid
GTC1534,Student_1534,BA,UG,1,Male,20,8000,8000,0,Paid
GTC1535,Student_1535,BA,UG,3,Male,22,8000,5370,2630,Pending
GTC1536,Student_1536,BA,UG,1,Male,19,8000,8000,0,Paid
GTC1537,Student_1537,BA,UG,1,Female,20,8000,8000,0,Paid
GTC1538,Student_1538,BA,UG,3,Female,22,8000,8000,0,Paid
GTC1539,Student_1539,BA,UG,3,Female,22,8000,8000,0,Paid
GTC1540,Student_1540,BA,UG,1,Female,21,8000,8000,0,Paid
GTC1541,Student_1541,BA,UG,3,Male,21,8000,8000,0,Paid
GTC1542,Student_1542,BA,UG,3,Male,21,8000,8000,0,Paid
GTC1543,Student_1543,BA,UG,3,Male,22,8000,8000,0,Paid
GTC1544,Student_1544,BA,UG,2,Female,20,8000,8000,0,Paid
GTC1545,Student_1545,BA,UG,2,Female,20,8000,8000,0,Paid
GTC1546,Student_1546,BA,UG,2,Female,20,8000,8000,0,Paid
GTC1547,Student_1547,BA,UG,2,Female,21,8000,8000,0,Paid
GTC1548,Student_1548,BA,UG,3,Male,18,8000,8000,0,Paid
GTC1549,Student_1549,BA,UG,2,Male,21,8000,8000,0,Paid
GTC1550,Student_1550,BA,UG,1,Male,21,8000,6644,1356,Pending
GTC1551,Student_1551,BA,UG,3,Male,20,8000,8000,0,Paid
GTC1552,Student_1552,BA,UG,2,Male,19,8000,8000,0,Paid
GTC1553,Student_1553,BA,UG,3,Female,20,8000,8000,0,Paid
GTC1554,Student_1554,BA,UG,2,Male,22,8000,8000,0,Paid
GTC1555,Student_1555,BA,UG,2,Female,21,8000,5763,2237,Pending
GTC1556,Student_1556,BA,UG,2,Male,18,8000,8000,0,Paid
GTC1557,Student_1557,BA,UG,1,Male,18,8000,1616,6384,Pending
GTC1558,Student_1558,BA,UG,2,Female,22,8000,8000,0,Paid
GTC1559,Student_1559,BA,UG,3,Male,19,8000,8000,0,Paid
GTC1560,Student_1560,BA,UG,3,Male,22,8000,8000,0,Paid
GTC1561,Student_1561,BA,UG,2,Female,21,8000,8000,0,Paid
GTC1562,Student_1562,BA,UG,1,Male,22,8000,8000,0,Paid
GTC1563,Student_1563,BA,UG,1,Female,18,8000,8000,0,Paid
GTC1564,Student_1564,BA,UG,3,Male,22,8000,8000,0,Paid
GTC1565,Student_1565,BA,UG,1,Female,19,8000,5308,2692,Pending
GTC1566,Student_1566,BA,UG,1,Female,20,8000,3316,4684,Pending
GTC1567,Student_1567,BA,UG,3,Male,22,8000,8000,0,Paid
GTC1568,Student_1568,BA,UG,2,Female,18,8000,8000,0,Paid
GTC1569,Student_1569,BA,UG,2,Female,21,8000,5538,2462,Pending
GTC1570,Student_1570,BA,UG,1,Female,22,8000,8000,0,Paid
GTC1571,Student_1571,BA,UG,2,Female,19,8000,3965,4035,Pending
GTC1572,Student_1572,BA,UG,3,Male,22,8000,3938,4062,Pending
GTC1573,Student_1573,BA,UG,1,Female,21,8000,1660,6340,Pending
GTC1574,Student_1574,BA,UG,3,Female,19,8000,8000,0,Paid
GTC1575,Student_1575,BA,UG,2,Male,18,8000,8000,0,Paid
GTC1576,Student_1576,BA,UG,1,Male,18,8000,8000,0,Paid
GTC1577,Student_1577,BA,UG,2,Female,21,8000,5390,2610,Pending
GTC1578,Student_1578,BA,UG,3,Male,22,8000,8000,0,Paid
GTC1579,Student_1579,BA,UG,2,Male,18,8000,3468,4532,Pending
GTC1580,Student_1580,BA,UG,3,Male,18,8000,8000,0,Paid
GTC1581,Student_1581,BA,UG,1,Male,19,8000,2956,5044,Pending
GTC1582,Student_1582,BA,UG,3,Female,18,8000,8000,0,Paid
GTC1583,Student_1583,BA,UG,1,Female,21,8000,6771,1229,Pending
GTC1584,Student_1584,BA,UG,1,Female,19,8000,8000,0,Paid
GTC1585,Student_1585,BA,UG,2,Female,18,8000,6278,1722,Pending
GTC1586,Student_1586,BA,UG,2,Female,20,8000,8000,0,Paid
GTC1587,Student_1587,BA,UG,1,Male,19,8000,8000,0,Paid
GTC1588,Student_1588,BA,UG,2,Female,22,8000,6045,1955,Pending
GTC1589,Student_1589,BA,UG,2,Male,20,8000,8000,0,Paid
GTC1590,Student_1590,BA,UG,2,Male,18,8000,8000,0,Paid
GTC1591,Student_1591,BA,UG,2,Male,19,8000,8000,0,Paid
GTC1592,Student_1592,BA,UG,3,Female,22,8000,8000,0,Paid
GTC1593,Student_1593,BA,UG,1,Male,21,8000,8000,0,Paid
GTC1594,Student_1594,BA,UG,2,Male,20,8000,6099,1901,Pending
GTC1595,Student_1595,BA,UG,3,Male,18,8000,8000,0,Paid
GTC1596,Student_1596,BA,UG,1,Female,20,8000,3054,4946,Pending
GTC1597,Student_1597,BA,UG,1,Female,21,8000,8000,0,Paid
GTC1598,Student_1598,BA,UG,3,Female,21,8000,8000,0,Paid
GTC1599,Student_1599,BA,UG,1,Male,20,8000,6061,1939,Pending
GTC1600,Student_1600,BA,UG,1,Female,20,8000,8000,0,Paid
GTC1601,Student_1601,BA,UG,2,Female,22,8000,6194,1806,Pending
GTC1602,Student_1602,BA,UG,1,Female,18,8000,8000,0,Paid
GTC1603,Student_1603,BA,UG,3,Female,19,8000,8000,0,Paid
GTC1604,Student_1604,BA,UG,3,Male,22,8000,6906,1094,Pending
GTC1605,Student_1605,BA,UG,2,Male,22,8000,5582,2418,Pending
GTC1606,Student_1606,BA,UG,3,Female,20,8000,6663,1337,Pending
GTC1607,Student_1607,BA,UG,1,Female,18,8000,3275,4725,Pending
GTC1608,Student_1608,BA,UG,3,Male,19,8000,8000,0,Paid
GTC1609,Student_1609,BA,UG,2,Male,22,8000,4243,3757,Pending
GTC1610,Student_1610,BA,UG,1,Male,22,8000,8000,0,Paid
GTC1611,Student_1611,BA,UG,3,Male,20,8000,4991,3009,Pending
GTC1612,Student_1612,BA,UG,2,Male,19,8000,8000,0,Paid
GTC1613,Student_1613,BA,UG,3,Male,19,8000,8000,0,Paid
GTC1614,Student_1614,BA,UG,2,Male,20,8000,8000,0,Paid
GTC1615,Student_1615,BA,UG,1,Male,22,8000,8000,0,Paid
GTC1616,Student_1616,BA,UG,2,Male,18,8000,8000,0,Paid
GTC1617,Student_1617,BA,UG,3,Male,20,8000,8000,0,Paid
GTC1618,Student_1618,BA,UG,3,Male,19,8000,8000,0,Paid
GTC1619,Student_1619,BA,UG,3,Male,18,8000,8000,0,Paid
GTC1620,Student_1620,BA,UG,2,Male,19,8000,8000,0,Paid
GTC1621,Student_1621,BA,UG,1,Male,22,8000,3638,4362,Pending
GTC1622,Student_1622,BA,UG,2,Female,22,8000,4120,3880,Pending
GTC1623,Student_1623,BA,UG,1,Female,18,8000,8000,0,Paid
GTC1624,Student_1624,BA,UG,1,Male,21,8000,6913,1087,Pending
GTC1625,Student_1625,BA,UG,1,Male,19,8000,8000,0,Paid
GTC1626,Student_1626,BA,UG,3,Female,22,8000,5697,2303,Pending
GTC1627,Student_1627,BA,UG,2,Male,18,8000,8000,0,Paid
GTC1628,Student_1628,BA,UG,1,Female,21,8000,5824,2176,Pending
GTC1629,Student_1629,BA,UG,2,Male,20,8000,8000,0,Paid
GTC1630,Student_1630,BA,UG,3,Male,20,8000,8000,0,Paid
GTC1631,Student_1631,BA,UG,3,Male,22,8000,3092,4908,Pending
GTC1632,Student_1632,BA,UG,2,Female,18,8000,8000,0,Paid
GTC1633,Student_1633,BA,UG,2,Male,22,8000,8000,0,Paid
GTC1634,Student_1634,BA,UG,3,Male,18,8000,8000,0,Paid
GTC1635,Student_1635,BA,UG,1,Female,20,8000,8000,0,Paid
GTC1636,Student_1636,BA,UG,1,Male,21,8000,2328,5672,Pending
GTC1637,Student_1637,BA,UG,2,Male,19,8000,8000,0,Paid
GTC1638,Student_1638,BA,UG,3,Female,21,8000,8000,0,Paid
GTC1639,Student_1639,BA,UG,1,Male,19,8000,8000,0,Paid
GTC1640,Student_1640,BA,UG,1,Female,19,8000,8000,0,Paid
GTC1641,Student_1641,BA,UG,1,Female,22,8000,8000,0,Paid
GTC1642,Student_1642,BA,UG,2,Male,19,8000,8000,0,Paid
GTC1643,Student_1643,BA,UG,1,Female,20,8000,8000,0,Paid
GTC1644,Student_1644,BA,UG,3,Female,22,8000,8000,0,Paid
GTC1645,Student_1645,BA,UG,2,Male,20,8000,3184,4816,Pending
GTC1646,Student_1646,BA,UG,1,Female,21,8000,8000,0,Paid
GTC1647,Student_1647,BA,UG,2,Female,18,8000,4166,3834,Pending
GTC1648,Student_1648,BA,UG,2,Male,21,8000,8000,0,Paid
GTC1649,Student_1649,BA,UG,1,Female,19,8000,2981,5019,Pending
GTC1650,Student_1650,BA,UG,1,Female,20,8000,8000,0,Paid
GTC1651,Student_1651,BA,UG,3,Male,20,8000,8000,0,Paid
GTC1652,Student_1652,BA,UG,1,Female,20,8000,8000,0,Paid
GTC1653,Student_1653,BA,UG,3,Female,21,8000,8000,0,Paid
GTC1654,Student_1654,BA,UG,2,Female,19,8000,8000,0,Paid
GTC1655,Student_1655,BA,UG,1,Female,21,8000,3996,4004,Pending
GTC1656,Student_1656,BA,UG,1,Female,18,8000,4001,3999,Pending
GTC1657,Student_1657,BA,UG,1,Male,18,8000,8000,0,Paid
GTC1658,Student_1658,BA,UG,3,Female,21,8000,8000,0,Paid
GTC1659,Student_1659,BA,UG,2,Female,22,8000,8000,0,Paid
GTC1660,Student_1660,BA,UG,1,Female,22,8000,7012,988,Pending
GTC1661,Student_1661,BA,UG,2,Male,20,8000,4505,3495,Pending
GTC1662,Student_1662,BA,UG,3,Male,18,8000,8000,0,Paid
GTC1663,Student_1663,BA,UG,2,Male,18,8000,8000,0,Paid
GTC1664,Student_1664,BA,UG,3,Male,22,8000,5657,2343,Pending
GTC1665,Student_1665,BA,UG,3,Male,22,8000,8000,0,Paid
GTC1666,Student_1666,BA,UG,1,Male,18,8000,8000,0,Paid
GTC1667,Student_1667,BA,UG,1,Female,19,8000,8000,0,Paid
GTC1668,Student_1668,BA,UG,1,Female,19,8000,3534,4466,Pending
GTC1669,Student_1669,BA,UG,2,Female,22,8000,1877,6123,Pending
GTC1670,Student_1670,BA,UG,1,Female,22,8000,6336,1664,Pending
GTC1671,Student_1671,BA,UG,3,Male,19,8000,8000,0,Paid
GTC1672,Student_1672,BA,UG,1,Male,19,8000,4947,3053,Pending
GTC1673,Student_1673,BA,UG,1,Female,21,8000,8000,0,Paid
GTC1674,Student_1674,BA,UG,3,Male,20,8000,8000,0,Paid
GTC1675,Student_1675,BA,UG,3,Female,19,8000,6023,1977,Pending
GTC1676,Student_1676,BA,UG,1,Male,19,8000,8000,0,Paid
GTC1677,Student_1677,BA,UG,3,Male,21,8000,8000,0,Paid
GTC1678,Student_1678,BA,UG,1,Male,19,8000,8000,0,Paid
GTC1679,Student_1679,BA,UG,3,Male,21,8000,3544,4456,Pending
GTC1680,Student_1680,BA,UG,2,Female,19,8000,8000,0,Paid
GTC1681,Student_1681,BA,UG,1,Female,22,8000,5378,2622,Pending
GTC1682,Student_1682,BA,UG,3,Female,18,8000,8000,0,Paid
GTC1683,Student_1683,BA,UG,1,Male,19,8000,8000,0,Paid
GTC1684,Student_1684,BA,UG,3,Female,21,8000,8000,0,Paid
GTC1685,Student_1685,BA,UG,1,Female,20,8000,8000,0,Paid
GTC1686,Student_1686,BA,UG,1,Male,21,8000,7157,843,Pending
GTC1687,Student_1687,BA,UG,1,Male,21,8000,8000,0,Paid
GTC1688,Student_1688,BA,UG,3,Female,19,8000,8000,0,Paid
GTC1689,Student_1689,BA,UG,3,Female,22,8000,8000,0,Paid
GTC1690,Student_1690,BA,UG,3,Male,18,8000,4972,3028,Pending
GTC1691,Student_1691,BA,UG,2,Female,22,8000,8000,0,Paid
GTC1692,Student_1692,BA,UG,2,Male,19,8000,8000,0,Paid
GTC1693,Student_1693,BA,UG,3,Female,22,8000,8000,0,Paid
GTC1694,Student_1694,BA,UG,2,Female,18,8000,8000,0,Paid
GTC1695,Student_1695,BA,UG,3,Male,22,8000,8000,0,Paid
GTC1696,Student_1696,BA,UG,2,Female,21,8000,4856,3144,Pending
