student_id,course,course_type,year,month,total_days,days_present,attendance_pct
GTC1026,BA,UG,2,Mar,26,19,71.65
GTC1026,BA,UG,2,Apr,25,24,96.73
GTC1027,BA,UG,1,Jul,26,20,77.9
GTC1027,BA,UG,1,Aug,25,20,81.71
GTC1027,BA,UG,1,Sep,24,24,100.0
GTC1027,BA,UG,1,Oct,23,16,68.92
GTC1027,BA,UG,1,Nov,20,14,69.91
GTC1027,BA,UG,1,Dec,18,13,71.09
GTC1027,BA,UG,1,Jan,22,18,81.24
GTC1027,BA,UG,1,Feb,24,19,78.0
GTC1027,BA,UG,1,Mar,26,22,84.25
GTC1027,BA,UG,1,Apr,25,23,93.49
GTC1028,BA,UG,3,Jul,26,21,79.37
GTC1028,BA,UG,3,Aug,25,22,87.75
GTC1028,BA,UG,3,Sep,24,18,76.23
GTC1028,BA,UG,3,Oct,23,18,77.15
GTC1028,BA,UG,3,Nov,20,17,84.68
GTC1028,BA,UG,3,Dec,18,11,63.81
GTC1028,BA,UG,3,Jan,22,16,72.24
GTC1028,BA,UG,3,Feb,24,16,65.53
GTC1028,BA,UG,3,Mar,26,23,88.31
GTC1028,BA,UG,3,Apr,25,18,70.97
GTC1029,BA,UG,3,Jul,26,15,58.86
GTC1029,BA,UG,3,Aug,25,22,89.5
GTC1029,BA,UG,3,Sep,24,15,60.66
GTC1029,BA,UG,3,Oct,23,13,58.1
GTC1029,BA,UG,3,Nov,20,14,69.06
GTC1029,BA,UG,3,Dec,18,15,84.83
GTC1029,BA,UG,3,Jan,22,13,57.97
GTC1029,BA,UG,3,Feb,24,15,61.94
GTC1029,BA,UG,3,Mar,26,19,73.3
GTC1029,BA,UG,3,Apr,25,20,81.95
GTC1030,BA,UG,1,Jul,26,20,78.44
GTC1030,BA,UG,1,Aug,25,15,61.38
GTC1030,BA,UG,1,Sep,24,16,64.9
GTC1030,BA,UG,1,Oct,23,16,69.66
GTC1030,BA,UG,1,Nov,20,13,63.46
GTC1030,BA,UG,1,Dec,18,12,67.12
GTC1030,BA,UG,1,Jan,22,17,78.75
GTC1030,BA,UG,1,Feb,24,12,49.71
GTC1030,BA,UG,1,Mar,26,19,74.67
GTC1030,BA,UG,1,Apr,25,14,54.59
GTC1031,BA,UG,3,Jul,26,20,75.63
GTC1031,BA,UG,3,Aug,25,16,65.91
GTC1031,BA,UG,3,Sep,24,20,81.94
GTC1031,BA,UG,3,Oct,23,19,80.48
GTC1031,BA,UG,3,Nov,20,18,89.09
GTC1031,BA,UG,3,Dec,18,14,77.2
GTC1031,BA,UG,3,Jan,22,17,76.9
GTC1031,BA,UG,3,Feb,24,13,53.75
GTC1031,BA,UG,3,Mar,26,19,71.33
GTC1031,BA,UG,3,Apr,25,19,76.49
GTC1032,BA,UG,2,Jul,26,21,81.56
GTC1032,BA,UG,2,Aug,25,21,83.65
GTC1032,BA,UG,2,Sep,24,17,70.5
GTC1032,BA,UG,2,Oct,23,16,71.37
GTC1032,BA,UG,2,Nov,20,11,56.2
GTC1032,BA,UG,2,Dec,18,12,67.04
GTC1032,BA,UG,2,Jan,22,13,57.1
GTC1032,BA,UG,2,Feb,24,18,74.45
GTC1032,BA,UG,2,Mar,26,19,72.95
GTC1032,BA,UG,2,Apr,25,25,98.39
GTC1033,BA,UG,3,Jul,26,24,93.78
GTC1033,BA,UG,3,Aug,25,16,62.05
GTC1033,BA,UG,3,Sep,24,21,87.8
GTC1033,BA,UG,3,Oct,23,14,62.4
GTC1033,BA,UG,3,Nov,20,11,54.77
GTC1033,BA,UG,3,Dec,18,11,63.79
GTC1033,BA,UG,3,Jan,22,13,59.97
GTC1033,BA,UG,3,Feb,24,21,86.02
GTC1033,BA,UG,3,Mar,26,16,60.29
GTC1033,BA,UG,3,Apr,25,12,47.64
GTC1034,BA,UG,3,Jul,26,17,64.86
GTC1034,BA,UG,3,Aug,25,21,82.18
GTC1034,BA,UG,3,Sep,24,18,76.15
GTC1034,BA,UG,3,Oct,23,18,77.62
GTC1034,BA,UG,3,Nov,20,14,69.06
GTC1034,BA,UG,3,Dec,18,14,77.96
GTC1034,BA,UG,3,Jan,22,17,78.15
GTC1034,BA,UG,3,Feb,24,16,65.1
GTC1034,BA,UG,3,Mar,26,22,83.84
GTC1034,BA,UG,3,Apr,25,19,74.75
GTC1035,BA,UG,1,Jul,26,22,86.44
GTC1035,BA,UG,1,Aug,25,20,79.5
GTC1035,BA,UG,1,Sep,24,19,78.96
GTC1035,BA,UG,1,Oct,23,16,69.7
GTC1035,BA,UG,1,Nov,20,15,73.91
GTC1035,BA,UG,1,Dec,18,12,65.08
GTC1035,BA,UG,1,Jan,22,14,64.29
GTC1035,BA,UG,1,Feb,24,18,73.53
GTC1035,BA,UG,1,Mar,26,15,58.89
GTC1035,BA,UG,1,Apr,25,19,76.96
GTC1036,BA,UG,3,Jul,26,14,54.71
GTC1036,BA,UG,3,Aug,25,11,44.49
GTC1036,BA,UG,3,Sep,24,17,68.85
GTC1036,BA,UG,3,Oct,23,22,94.58
GTC1036,BA,UG,3,Nov,20,15,72.56
GTC1036,BA,UG,3,Dec,18,15,84.8
GTC1036,BA,UG,3,Jan,22,13,58.44
GTC1036,BA,UG,3,Feb,24,20,82.08
GTC1036,BA,UG,3,Mar,26,17,65.81
GTC1036,BA,UG,3,Apr,25,17,69.85
GTC1037,BA,UG,2,Jul,26,19,71.8
GTC1037,BA,UG,2,Aug,25,19,76.27
GTC1037,BA,UG,2,Sep,24,13,53.43
GTC1037,BA,UG,2,Oct,23,18,78.94
GTC1037,BA,UG,2,Nov,20,15,73.63
GTC1037,BA,UG,2,Dec,18,15,84.96
GTC1037,BA,UG,2,Jan,22,15,68.53
GTC1037,BA,UG,2,Feb,24,21,86.68
GTC1037,BA,UG,2,Mar,26,19,74.18
GTC1037,BA,UG,2,Apr,25,20,81.07
GTC1038,BA,UG,2,Jul,26,19,71.28
GTC1038,BA,UG,2,Aug,25,17,68.61
GTC1038,BA,UG,2,Sep,24,20,83.92
GTC1038,BA,UG,2,Oct,23,20,88.48
GTC1038,BA,UG,2,Nov,20,18,88.73
GTC1038,BA,UG,2,Dec,18,15,81.17
GTC1038,BA,UG,2,Jan,22,11,52.2
GTC1038,BA,UG,2,Feb,24,24,98.41
GTC1038,BA,UG,2,Mar,26,13,51.87
GTC1038,BA,UG,2,Apr,25,15,58.72
GTC1039,BA,UG,2,Jul,26,18,70.29
GTC1039,BA,UG,2,Aug,25,19,74.56
GTC1039,BA,UG,2,Sep,24,17,71.72
GTC1039,BA,UG,2,Oct,23,15,64.32
GTC1039,BA,UG,2,Nov,20,17,83.86
GTC1039,BA,UG,2,Dec,18,11,58.72
GTC1039,BA,UG,2,Jan,22,15,66.93
GTC1039,BA,UG,2,Feb,24,16,68.54
GTC1039,BA,UG,2,Mar,26,23,88.55
GTC1039,BA,UG,2,Apr,25,20,80.51
GTC1040,BA,UG,2,Jul,26,16,61.35
GTC1040,BA,UG,2,Aug,25,21,82.28
GTC1040,BA,UG,2,Sep,24,19,80.02
GTC1040,BA,UG,2,Oct,23,14,62.55
GTC1040,BA,UG,2,Nov,20,10,48.03
GTC1040,BA,UG,2,Dec,18,12,65.4
GTC1040,BA,UG,2,Jan,22,20,93.07
GTC1040,BA,UG,2,Feb,24,20,82.14
GTC1040,BA,UG,2,Mar,26,18,69.03
GTC1040,BA,UG,2,Apr,25,16,63.86
GTC1041,BA,UG,3,Jul,26,20,77.14
GTC1041,BA,UG,3,Aug,25,15,59.41
GTC1041,BA,UG,3,Sep,24,18,73.07
GTC1041,BA,UG,3,Oct,23,17,74.69
GTC1041,BA,UG,3,Nov,20,14,72.36
GTC1041,BA,UG,3,Dec,18,11,63.63
GTC1041,BA,UG,3,Jan,22,13,60.58
GTC1041,BA,UG,3,Feb,24,18,75.2
GTC1041,BA,UG,3,Mar,26,22,83.32
GTC1041,BA,UG,3,Apr,25,22,88.27
GTC1042,BA,UG,3,Jul,26,19,73.31
GTC1042,BA,UG,3,Aug,25,15,58.79
GTC1042,BA,UG,3,Sep,24,20,85.31
GTC1042,BA,UG,3,Oct,23,17,74.23
GTC1042,BA,UG,3,Nov,20,15,77.42
GTC1042,BA,UG,3,Dec,18,11,61.08
GTC1042,BA,UG,3,Jan,22,19,85.78
GTC1042,BA,UG,3,Feb,24,16,67.54
GTC1042,BA,UG,3,Mar,26,16,61.74
GTC1042,BA,UG,3,Apr,25,19,74.67
GTC1043,BA,UG,3,Jul,26,21,81.8
GTC1043,BA,UG,3,Aug,25,22,87.48
GTC1043,BA,UG,3,Sep,24,20,85.03
GTC1043,BA,UG,3,Oct,23,18,79.24
GTC1043,BA,UG,3,Nov,20,14,71.89
GTC1043,BA,UG,3,Dec,18,15,82.03
GTC1043,BA,UG,3,Jan,22,14,64.23
GTC1043,BA,UG,3,Feb,24,15,62.42
GTC1043,BA,UG,3,Mar,26,20,76.39
GTC1043,BA,UG,3,Apr,25,22,88.84
GTC1044,BA,UG,1,Jul,26,17,66.26
GTC1044,BA,UG,1,Aug,25,17,69.28
GTC1044,BA,UG,1,Sep,24,24,98.51
GTC1044,BA,UG,1,Oct,23,14,60.08
GTC1044,BA,UG,1,Nov,20,13,65.12
GTC1044,BA,UG,1,Dec,18,9,50.08
GTC1044,BA,UG,1,Jan,22,18,81.3
GTC1044,BA,UG,1,Feb,24,20,82.2
GTC1044,BA,UG,1,Mar,26,23,86.95
GTC1044,BA,UG,1,Apr,25,19,77.6
GTC1045,BA,UG,1,Jul,26,18,69.57
GTC1045,BA,UG,1,Aug,25,24,97.03
GTC1045,BA,UG,1,Sep,24,21,87.47
GTC1045,BA,UG,1,Oct,23,14,59.44
GTC1045,BA,UG,1,Nov,20,12,58.23
GTC1045,BA,UG,1,Dec,18,14,75.6
GTC1045,BA,UG,1,Jan,22,14,62.47
GTC1045,BA,UG,1,Feb,24,14,59.93
GTC1045,BA,UG,1,Mar,26,19,72.23
GTC1045,BA,UG,1,Apr,25,17,67.89
GTC1046,BA,UG,3,Jul,26,16,62.16
GTC1046,BA,UG,3,Aug,25,17,68.8
GTC1046,BA,UG,3,Sep,24,15,63.78
GTC1046,BA,UG,3,Oct,23,19,84.23
GTC1046,BA,UG,3,Nov,20,12,60.85
GTC1046,BA,UG,3,Dec,18,16,91.57
GTC1046,BA,UG,3,Jan,22,15,68.28
GTC1046,BA,UG,3,Feb,24,20,85.35
GTC1046,BA,UG,3,Mar,26,20,77.2
GTC1046,BA,UG,3,Apr,25,19,75.42
GTC1047,BA,UG,2,Jul,26,25,95.63
GTC1047,BA,UG,2,Aug,25,18,70.13
GTC1047,BA,UG,2,Sep,24,14,59.13
GTC1047,BA,UG,2,Oct,23,18,78.01
GTC1047,BA,UG,2,Nov,20,17,85.94
GTC1047,BA,UG,2,Dec,18,12,67.0
GTC1047,BA,UG,2,Jan,22,15,70.29
GTC1047,BA,UG,2,Feb,24,13,56.01
GTC1047,BA,UG,2,Mar,26,25,96.99
GTC1047,BA,UG,2,Apr,25,18,72.67
GTC1048,BA,UG,2,Jul,26,19,72.73
GTC1048,BA,UG,2,Aug,25,18,70.56
GTC1048,BA,UG,2,Sep,24,14,58.45
GTC1048,BA,UG,2,Oct,23,17,72.01
GTC1048,BA,UG,2,Nov,20,14,71.68
GTC1048,BA,UG,2,Dec,18,13,70.35
GTC1048,BA,UG,2,Jan,22,16,74.72
GTC1048,BA,UG,2,Feb,24,21,86.02
GTC1048,BA,UG,2,Mar,26,14,51.97
GTC1048,BA,UG,2,Apr,25,19,74.89
GTC1049,BA,UG,3,Jul,26,17,65.33
GTC1049,BA,UG,3,Aug,25,20,80.83
GTC1049,BA,UG,3,Sep,24,21,87.8
GTC1049,BA,UG,3,Oct,23,23,99.19
GTC1049,BA,UG,3,Nov,20,14,70.63
GTC1049,BA,UG,3,Dec,18,11,60.82
GTC1049,BA,UG,3,Jan,22,19,86.33
GTC1049,BA,UG,3,Feb,24,18,74.27
GTC1049,BA,UG,3,Mar,26,23,89.29
GTC1049,BA,UG,3,Apr,25,20,79.82
GTC1050,BA,UG,3,Jul,26,21,79.23
GTC1050,BA,UG,3,Aug,25,22,87.29
GTC1050,BA,UG,3,Sep,24,19,77.53
GTC1050,BA,UG,3,Oct,23,16,69.0
GTC1050,BA,UG,3,Nov,20,17,86.12
GTC1050,BA,UG,3,Dec,18,9,51.52
GTC1050,BA,UG,3,Jan,22,16,74.96
GTC1050,BA,UG,3,Feb,24,20,81.48
GTC1050,BA,UG,3,Mar,26,25,94.79
GTC1050,BA,UG,3,Apr,25,19,77.96
GTC1051,BA,UG,3,Jul,26,19,71.99
GTC1051,BA,UG,3,Aug,25,23,93.54
GTC1051,BA,UG,3,Sep,24,22,90.91
GTC1051,BA,UG,3,Oct,23,20,85.54
GTC1051,BA,UG,3,Nov,20,15,75.05
GTC1051,BA,UG,3,Dec,18,11,60.81
GTC1051,BA,UG,3,Jan,22,15,69.78
GTC1051,BA,UG,3,Feb,24,17,70.43
GTC1051,BA,UG,3,Mar,26,17,66.35
GTC1051,BA,UG,3,Apr,25,19,77.77
GTC1052,BA,UG,2,Jul,26,21,78.86
GTC1052,BA,UG,2,Aug,25,16,63.27
GTC1052,BA,UG,2,Sep,24,22,93.08
GTC1052,BA,UG,2,Oct,23,16,68.5
GTC1052,BA,UG,2,Nov,20,14,71.95
GTC1052,BA,UG,2,Dec,18,13,74.18
GTC1052,BA,UG,2,Jan,22,18,83.8
GTC1052,BA,UG,2,Feb,24,18,76.23
GTC1052,BA,UG,2,Mar,26,19,72.99
GTC1052,BA,UG,2,Apr,25,17,68.75
GTC1053,BA,UG,2,Jul,26,21,79.85
GTC1053,BA,UG,2,Aug,25,21,84.46
GTC1053,BA,UG,2,Sep,24,18,73.93
GTC1053,BA,UG,2,Oct,23,18,77.39
GTC1053,BA,UG,2,Nov,20,14,68.56
GTC1053,BA,UG,2,Dec,18,17,92.37
GTC1053,BA,UG,2,Jan,22,20,88.95
GTC1053,BA,UG,2,Feb,24,19,77.24
GTC1053,BA,UG,2,Mar,26,17,67.19
GTC1053,BA,UG,2,Apr,25,11,45.64
GTC1054,BA,UG,1,Jul,26,22,82.95
GTC1054,BA,UG,1,Aug,25,15,59.25
GTC1054,BA,UG,1,Sep,24,17,72.21
GTC1054,BA,UG,1,Oct,23,18,76.28
GTC1054,BA,UG,1,Nov,20,15,77.31
GTC1054,BA,UG,1,Dec,18,13,72.93
GTC1054,BA,UG,1,Jan,22,20,92.38
GTC1054,BA,UG,1,Feb,24,18,75.32
GTC1054,BA,UG,1,Mar,26,21,82.18
GTC1054,BA,UG,1,Apr,25,17,69.18
GTC1055,BA,UG,2,Jul,26,21,82.02
GTC1055,BA,UG,2,Aug,25,21,83.95
GTC1055,BA,UG,2,Sep,24,21,88.34
GTC1055,BA,UG,2,Oct,23,16,69.99
GTC1055,BA,UG,2,Nov,20,14,71.95
GTC1055,BA,UG,2,Dec,18,14,76.91
GTC1055,BA,UG,2,Jan,22,14,65.2
GTC1055,BA,UG,2,Feb,24,16,68.1
GTC1055,BA,UG,2,Mar,26,21,79.66
GTC1055,BA,UG,2,Apr,25,20,80.38
GTC1056,BA,UG,3,Jul,26,21,81.98
GTC1056,BA,UG,3,Aug,25,19,77.0
GTC1056,BA,UG,3,Sep,24,17,72.57
GTC1056,BA,UG,3,Oct,23,16,69.32
GTC1056,BA,UG,3,Nov,20,13,64.43
GTC1056,BA,UG,3,Dec,18,12,65.57
GTC1056,BA,UG,3,Jan,22,15,68.81
GTC1056,BA,UG,3,Feb,24,20,85.31
GTC1056,BA,UG,3,Mar,26,16,60.57
GTC1056,BA,UG,3,Apr,25,19,75.92
GTC1057,BA,UG,3,Jul,26,18,70.25
GTC1057,BA,UG,3,Aug,25,15,61.92
GTC1057,BA,UG,3,Sep,24,20,83.1
GTC1057,BA,UG,3,Oct,23,19,83.4
GTC1057,BA,UG,3,Nov,20,17,83.5
GTC1057,BA,UG,3,Dec,18,15,82.91
GTC1057,BA,UG,3,Jan,22,18,84.01
GTC1057,BA,UG,3,Feb,24,20,84.26
GTC1057,BA,UG,3,Mar,26,16,62.77
GTC1057,BA,UG,3,Apr,25,19,75.64
GTC1058,BA,UG,1,Jul,26,20,78.66
GTC1058,BA,UG,1,Aug,25,19,75.1
GTC1058,BA,UG,1,Sep,24,15,60.89
GTC1058,BA,UG,1,Oct,23,18,79.48
GTC1058,BA,UG,1,Nov,20,14,72.02
GTC1058,BA,UG,1,Dec,18,12,67.29
GTC1058,BA,UG,1,Jan,22,18,80.95
GTC1058,BA,UG,1,Feb,24,18,75.52
GTC1058,BA,UG,1,Mar,26,24,91.99
GTC1058,BA,UG,1,Apr,25,20,80.48
GTC1059,BA,UG,3,Jul,26,19,72.86
GTC1059,BA,UG,3,Aug,25,23,90.73
GTC1059,BA,UG,3,Sep,24,16,68.55
GTC1059,BA,UG,3,Oct,23,19,83.89
GTC1059,BA,UG,3,Nov,20,15,73.36
GTC1059,BA,UG,3,Dec,18,18,98.87
GTC1059,BA,UG,3,Jan,22,16,74.79
GTC1059,BA,UG,3,Feb,24,16,66.74
GTC1059,BA,UG,3,Mar,26,15,59.19
GTC1059,BA,UG,3,Apr,25,12,46.74
GTC1060,BA,UG,3,Jul,26,24,93.47
GTC1060,BA,UG,3,Aug,25,16,65.88
GTC1060,BA,UG,3,Sep,24,18,73.23
GTC1060,BA,UG,3,Oct,23,14,60.78
GTC1060,BA,UG,3,Nov,20,16,78.13
GTC1060,BA,UG,3,Dec,18,11,58.69
GTC1060,BA,UG,3,Jan,22,16,73.22
GTC1060,BA,UG,3,Feb,24,20,85.31
GTC1060,BA,UG,3,Mar,26,15,57.97
GTC1060,BA,UG,3,Apr,25,23,90.14
GTC1061,BA,UG,3,Jul,26,16,63.07
GTC1061,BA,UG,3,Aug,25,17,69.91
GTC1061,BA,UG,3,Sep,24,15,60.79
GTC1061,BA,UG,3,Oct,23,12,52.19
GTC1061,BA,UG,3,Nov,20,13,66.4
GTC1061,BA,UG,3,Dec,18,12,66.83
GTC1061,BA,UG,3,Jan,22,17,75.19
GTC1061,BA,UG,3,Feb,24,13,55.62
GTC1061,BA,UG,3,Mar,26,19,71.64
GTC1061,BA,UG,3,Apr,25,18,71.29
GTC1062,BA,UG,3,Jul,26,17,64.38
GTC1062,BA,UG,3,Aug,25,15,59.99
GTC1062,BA,UG,3,Sep,24,22,91.22
GTC1062,BA,UG,3,Oct,23,19,83.84
GTC1062,BA,UG,3,Nov,20,15,74.4
GTC1062,BA,UG,3,Dec,18,16,86.76
GTC1062,BA,UG,3,Jan,22,16,70.98
GTC1062,BA,UG,3,Feb,24,16,67.64
GTC1062,BA,UG,3,Mar,26,17,67.16
GTC1062,BA,UG,3,Apr,25,20,78.36
GTC1063,BA,UG,2,Jul,26,19,73.68
GTC1063,BA,UG,2,Aug,25,18,70.26
GTC1063,BA,UG,2,Sep,24,14,59.41
GTC1063,BA,UG,2,Oct,23,16,70.7
GTC1063,BA,UG,2,Nov,20,11,54.28
GTC1063,BA,UG,2,Dec,18,15,83.19
GTC1063,BA,UG,2,Jan,22,18,83.54
GTC1063,BA,UG,2,Feb,24,16,64.79
GTC1063,BA,UG,2,Mar,26,14,53.37
GTC1063,BA,UG,2,Apr,25,17,69.0
GTC1064,BA,UG,1,Jul,26,18,71.14
GTC1064,BA,UG,1,Aug,25,22,89.01
GTC1064,BA,UG,1,Sep,24,16,67.45
GTC1064,BA,UG,1,Oct,23,22,96.85
GTC1064,BA,UG,1,Nov,20,17,85.9
GTC1064,BA,UG,1,Dec,18,15,81.57
GTC1064,BA,UG,1,Jan,22,20,92.61
GTC1064,BA,UG,1,Feb,24,24,100.0
GTC1064,BA,UG,1,Mar,26,20,77.19
GTC1064,BA,UG,1,Apr,25,22,87.73
GTC1065,BA,UG,2,Jul,26,17,66.78
GTC1065,BA,UG,2,Aug,25,23,91.49
GTC1065,BA,UG,2,Sep,24,18,75.59
GTC1065,BA,UG,2,Oct,23,15,64.28
GTC1065,BA,UG,2,Nov,20,14,68.12
GTC1065,BA,UG,2,Dec,18,17,96.39
GTC1065,BA,UG,2,Jan,22,21,95.99
GTC1065,BA,UG,2,Feb,24,18,73.37
GTC1065,BA,UG,2,Mar,26,16,62.3
GTC1065,BA,UG,2,Apr,25,21,82.72
GTC1066,BA,UG,3,Jul,26,20,75.86
GTC1066,BA,UG,3,Aug,25,17,68.99
GTC1066,BA,UG,3,Sep,24,18,74.43
GTC1066,BA,UG,3,Oct,23,19,80.88
GTC1066,BA,UG,3,Nov,20,15,72.94
GTC1066,BA,UG,3,Dec,18,12,64.91
GTC1066,BA,UG,3,Jan,22,17,78.85
GTC1066,BA,UG,3,Feb,24,20,82.95
GTC1066,BA,UG,3,Mar,26,13,51.1
GTC1066,BA,UG,3,Apr,25,18,72.35
GTC1067,BA,UG,1,Jul,26,20,77.1
GTC1067,BA,UG,1,Aug,25,20,78.19
GTC1067,BA,UG,1,Sep,24,17,70.35
GTC1067,BA,UG,1,Oct,23,19,83.98
GTC1067,BA,UG,1,Nov,20,18,88.8
GTC1067,BA,UG,1,Dec,18,14,75.74
GTC1067,BA,UG,1,Jan,22,15,67.14
GTC1067,BA,UG,1,Feb,24,24,100.0
GTC1067,BA,UG,1,Mar,26,24,91.94
GTC1067,BA,UG,1,Apr,25,16,63.62
GTC1068,BA,UG,2,Jul,26,19,75.0
GTC1068,BA,UG,2,Aug,25,20,81.99
GTC1068,BA,UG,2,Sep,24,23,97.13
GTC1068,BA,UG,2,Oct,23,17,75.83
GTC1068,BA,UG,2,Nov,20,13,67.08
GTC1068,BA,UG,2,Dec,18,16,89.0
GTC1068,BA,UG,2,Jan,22,19,85.32
GTC1068,BA,UG,2,Feb,24,22,91.09
GTC1068,BA,UG,2,Mar,26,14,52.28
GTC1068,BA,UG,2,Apr,25,20,78.38
GTC1069,BA,UG,1,Jul,26,17,64.39
GTC1069,BA,UG,1,Aug,25,15,61.26
GTC1069,BA,UG,1,Sep,24,14,58.28
GTC1069,BA,UG,1,Oct,23,21,89.76
GTC1069,BA,UG,1,Nov,20,15,72.59
GTC1069,BA,UG,1,Dec,18,13,70.16
GTC1069,BA,UG,1,Jan,22,16,74.31
GTC1069,BA,UG,1,Feb,24,15,63.3
GTC1069,BA,UG,1,Mar,26,9,36.11
GTC1069,BA,UG,1,Apr,25,21,83.16
GTC1070,BA,UG,2,Jul,26,17,66.11
GTC1070,BA,UG,2,Aug,25,25,98.84
GTC1070,BA,UG,2,Sep,24,14,58.83
GTC1070,BA,UG,2,Oct,23,22,94.03
GTC1070,BA,UG,2,Nov,20,12,61.33
GTC1070,BA,UG,2,Dec,18,18,100.0
GTC1070,BA,UG,2,Jan,22,15,66.91
GTC1070,BA,UG,2,Feb,24,16,68.42
GTC1070,BA,UG,2,Mar,26,17,66.84
GTC1070,BA,UG,2,Apr,25,19,74.3
GTC1071,BA,UG,3,Jul,26,17,63.97
GTC1071,BA,UG,3,Aug,25,12,49.64
GTC1071,BA,UG,3,Sep,24,20,83.5
GTC1071,BA,UG,3,Oct,23,18,76.38
GTC1071,BA,UG,3,Nov,20,18,91.77
GTC1071,BA,UG,3,Dec,18,12,64.55
GTC1071,BA,UG,3,Jan,22,16,73.95
GTC1071,BA,UG,3,Feb,24,15,62.96
GTC1071,BA,UG,3,Mar,26,17,64.15
GTC1071,BA,UG,3,Apr,25,23,92.51
GTC1072,BA,UG,3,Jul,26,21,79.02
GTC1072,BA,UG,3,Aug,25,16,65.21
GTC1072,BA,UG,3,Sep,24,21,85.86
GTC1072,BA,UG,3,Oct,23,21,91.44
GTC1072,BA,UG,3,Nov,20,12,61.23
GTC1072,BA,UG,3,Dec,18,14,77.07
GTC1072,BA,UG,3,Jan,22,16,70.75
GTC1072,BA,UG,3,Feb,24,13,52.48
GTC1072,BA,UG,3,Mar,26,23,89.1
GTC1072,BA,UG,3,Apr,25,19,76.0
GTC1073,BA,UG,2,Jul,26,21,81.98
GTC1073,BA,UG,2,Aug,25,17,67.1
GTC1073,BA,UG,2,Sep,24,11,45.56
GTC1073,BA,UG,2,Oct,23,14,62.6
GTC1073,BA,UG,2,Nov,20,12,57.85
GTC1073,BA,UG,2,Dec,18,11,61.76
GTC1073,BA,UG,2,Jan,22,19,84.77
GTC1073,BA,UG,2,Feb,24,19,78.49
GTC1073,BA,UG,2,Mar,26,19,72.58
GTC1073,BA,UG,2,Apr,25,16,63.59
GTC1074,BA,UG,3,Jul,26,19,73.74
GTC1074,BA,UG,3,Aug,25,18,72.83
GTC1074,BA,UG,3,Sep,24,18,74.83
GTC1074,BA,UG,3,Oct,23,15,64.84
GTC1074,BA,UG,3,Nov,20,17,86.08
GTC1074,BA,UG,3,Dec,18,18,100.0
GTC1074,BA,UG,3,Jan,22,17,75.2
GTC1074,BA,UG,3,Feb,24,17,70.98
GTC1074,BA,UG,3,Mar,26,13,50.04
GTC1074,BA,UG,3,Apr,25,20,80.19
GTC1075,BA,UG,2,Jul,26,19,74.11
GTC1075,BA,UG,2,Aug,25,20,80.45
GTC1075,BA,UG,2,Sep,24,14,57.66
GTC1075,BA,UG,2,Oct,23,18,79.24
GTC1075,BA,UG,2,Nov,20,15,73.84
GTC1075,BA,UG,2,Dec,18,14,76.58
GTC1075,BA,UG,2,Jan,22,17,77.63
GTC1075,BA,UG,2,Feb,24,19,77.54
GTC1075,BA,UG,2,Mar,26,17,64.55
GTC1075,BA,UG,2,Apr,25,18,71.86
GTC1076,BA,UG,1,Jul,26,20,78.48
GTC1076,BA,UG,1,Aug,25,23,91.65
GTC1076,BA,UG,1,Sep,24,16,65.92
GTC1076,BA,UG,1,Oct,23,12,52.85
GTC1076,BA,UG,1,Nov,20,15,72.99
GTC1076,BA,UG,1,Dec,18,16,89.15
GTC1076,BA,UG,1,Jan,22,19,85.01
GTC1076,BA,UG,1,Feb,24,21,88.37
GTC1076,BA,UG,1,Mar,26,20,76.01
GTC1076,BA,UG,1,Apr,25,25,100.0
GTC1077,BA,UG,1,Jul,26,21,79.33
GTC1077,BA,UG,1,Aug,25,14,54.54
GTC1077,BA,UG,1,Sep,24,17,71.68
GTC1077,BA,UG,1,Oct,23,23,98.48
GTC1077,BA,UG,1,Nov,20,13,64.54
GTC1077,BA,UG,1,Dec,18,9,51.12
GTC1077,BA,UG,1,Jan,22,10,46.66
GTC1077,BA,UG,1,Feb,24,17,72.68
GTC1077,BA,UG,1,Mar,26,16,61.59
GTC1077,BA,UG,1,Apr,25,19,76.39
GTC1078,BA,UG,2,Jul,26,23,88.55
GTC1078,BA,UG,2,Aug,25,25,100.0
GTC1078,BA,UG,2,Sep,24,20,82.42
GTC1078,BA,UG,2,Oct,23,22,95.11
GTC1078,BA,UG,2,Nov,20,13,62.53
GTC1078,BA,UG,2,Dec,18,14,77.78
GTC1078,BA,UG,2,Jan,22,19,86.54
GTC1078,BA,UG,2,Feb,24,19,80.44
GTC1078,BA,UG,2,Mar,26,20,76.91
GTC1078,BA,UG,2,Apr,25,20,80.64
GTC1079,BA,UG,1,Jul,26,15,57.56
GTC1079,BA,UG,1,Aug,25,24,95.25
GTC1079,BA,UG,1,Sep,24,15,62.09
GTC1079,BA,UG,1,Oct,23,13,57.77
GTC1079,BA,UG,1,Nov,20,11,57.03
GTC1079,BA,UG,1,Dec,18,10,56.55
GTC1079,BA,UG,1,Jan,22,20,90.12
GTC1079,BA,UG,1,Feb,24,16,64.87
GTC1079,BA,UG,1,Mar,26,19,73.7
GTC1079,BA,UG,1,Apr,25,15,61.77
GTC1080,BA,UG,3,Jul,26,23,89.02
GTC1080,BA,UG,3,Aug,25,20,80.58
GTC1080,BA,UG,3,Sep,24,17,68.98
GTC1080,BA,UG,3,Oct,23,19,84.18
GTC1080,BA,UG,3,Nov,20,14,67.69
