student_id,course,course_type,year,subject,marks,max_marks,grade,result
GTC0558,BA,UG,3,English,49.1,100,C,Pass
GTC0558,BA,UG,3,History,43.3,100,D,Pass
GTC0558,BA,UG,3,Political Science,55.0,100,C,Pass
GTC0558,BA,UG,3,Geography,49.5,100,C,Pass
GTC0559,BA,UG,2,Hindi,48.1,100,C,Pass
GTC0559,BA,UG,2,English,53.3,100,C,Pass
GTC0559,BA,UG,2,History,46.0,100,C,Pass
GTC0559,BA,UG,2,Political Science,59.1,100,C,Pass
GTC0559,BA,UG,2,Geography,46.0,100,C,Pass
GTC0560,BA,UG,3,Hindi,28.5,100,F,Fail
GTC0560,BA,UG,3,English,50.5,100,C,Pass
GTC0560,BA,UG,3,History,51.5,100,C,Pass
GTC0560,BA,UG,3,Political Science,42.8,100,D,Pass
GTC0560,BA,UG,3,Geography,37.3,100,D,Pass
GTC0561,BA,UG,2,Hindi,83.2,100,A,Pass
GTC0561,BA,UG,2,English,78.5,100,A,Pass
GTC0561,BA,UG,2,History,81.9,100,A,Pass
GTC0561,BA,UG,2,Political Science,79.2,100,A,Pass
GTC0561,BA,UG,2,Geography,80.8,100,A,Pass
GTC0562,BA,UG,1,Hindi,73.1,100,B,Pass
GTC0562,BA,UG,1,English,72.8,100,B,Pass
GTC0562,BA,UG,1,History,92.2,100,A,Pass
GTC0562,BA,UG,1,Political Science,84.7,100,A,Pass
GTC0562,BA,UG,1,Geography,82.3,100,A,Pass
GTC0563,BA,UG,2,Hindi,56.2,100,C,Pass
GTC0563,BA,UG,2,English,60.9,100,B,Pass
GTC0563,BA,UG,2,History,62.7,100,B,Pass
GTC0563,BA,UG,2,Political Science,57.3,100,C,Pass
GTC0563,BA,UG,2,Geography,52.4,100,C,Pass
GTC0564,BA,UG,2,Hindi,41.5,100,D,Pass
GTC0564,BA,UG,2,English,44.8,100,D,Pass
GTC0564,BA,UG,2,History,41.6,100,D,Pass
GTC0564,BA,UG,2,Political Science,46.8,100,C,Pass
GTC0564,BA,UG,2,Geography,56.9,100,C,Pass
GTC0565,BA,UG,2,Hindi,51.6,100,C,Pass
GTC0565,BA,UG,2,English,71.8,100,B,Pass
GTC0565,BA,UG,2,History,68.2,100,B,Pass
GTC0565,BA,UG,2,Political Science,64.8,100,B,Pass
GTC0565,BA,UG,2,Geography,78.8,100,A,Pass
GTC0566,BA,UG,3,Hindi,61.6,100,B,Pass
GTC0566,BA,UG,3,English,60.3,100,B,Pass
GTC0566,BA,UG,3,History,64.8,100,B,Pass
GTC0566,BA,UG,3,Political Science,50.4,100,C,Pass
GTC0566,BA,UG,3,Geography,69.5,100,B,Pass
GTC0567,BA,UG,3,Hindi,54.6,100,C,Pass
GTC0567,BA,UG,3,English,82.5,100,A,Pass
GTC0567,BA,UG,3,History,73.8,100,B,Pass
GTC0567,BA,UG,3,Political Science,78.2,100,A,Pass
GTC0567,BA,UG,3,Geography,73.7,100,B,Pass
GTC0568,BA,UG,3,Hindi,56.2,100,C,Pass
GTC0568,BA,UG,3,English,45.2,100,C,Pass
GTC0568,BA,UG,3,History,58.0,100,C,Pass
GTC0568,BA,UG,3,Political Science,52.7,100,C,Pass
GTC0568,BA,UG,3,Geography,39.1,100,D,Pass
GTC0569,BA,UG,1,Hindi,47.7,100,C,Pass
GTC0569,BA,UG,1,English,74.0,100,B,Pass
GTC0569,BA,UG,1,History,68.3,100,B,Pass
GTC0569,BA,UG,1,Political Science,60.0,100,B,Pass
GTC0569,BA,UG,1,Geography,58.9,100,C,Pass
GTC0570,BA,UG,3,Hindi,50.5,100,C,Pass
GTC0570,BA,UG,3,English,43.2,100,D,Pass
GTC0570,BA,UG,3,History,60.3,100,B,Pass
GTC0570,BA,UG,3,Political Science,42.6,100,D,Pass
GTC0570,BA,UG,3,Geography,46.0,100,C,Pass
GTC0571,BA,UG,3,Hindi,53.7,100,C,Pass
GTC0571,BA,UG,3,English,64.0,100,B,Pass
GTC0571,BA,UG,3,History,58.4,100,C,Pass
GTC0571,BA,UG,3,Political Science,68.2,100,B,Pass
GTC0571,BA,UG,3,Geography,56.2,100,C,Pass
GTC0572,BA,UG,1,Hindi,69.0,100,B,Pass
GTC0572,BA,UG,1,English,57.1,100,C,Pass
GTC0572,BA,UG,1,History,59.3,100,C,Pass
GTC0572,BA,UG,1,Political Science,62.9,100,B,Pass
GTC0572,BA,UG,1,Geography,63.0,100,B,Pass
GTC0573,BA,UG,2,Hindi,51.6,100,C,Pass
GTC0573,BA,UG,2,English,44.9,100,D,Pass
GTC0573,BA,UG,2,History,43.1,100,D,Pass
GTC0573,BA,UG,2,Political Science,42.6,100,D,Pass
GTC0573,BA,UG,2,Geography,34.4,100,D,Pass
GTC0574,BA,UG,2,Hindi,58.7,100,C,Pass
GTC0574,BA,UG,2,English,75.9,100,A,Pass
GTC0574,BA,UG,2,History,55.8,100,C,Pass
GTC0574,BA,UG,2,Political Science,69.2,100,B,Pass
GTC0574,BA,UG,2,Geography,68.6,100,B,Pass
GTC0575,BA,UG,2,Hindi,62.6,100,B,Pass
GTC0575,BA,UG,2,English,70.8,100,B,Pass
GTC0575,BA,UG,2,History,65.3,100,B,Pass
GTC0575,BA,UG,2,Political Science,66.0,100,B,Pass
GTC0575,BA,UG,2,Geography,74.4,100,B,Pass
GTC0576,BA,UG,2,Hindi,50.8,100,C,Pass
GTC0576,BA,UG,2,English,51.0,100,C,Pass
GTC0576,BA,UG,2,History,51.1,100,C,Pass
GTC0576,BA,UG,2,Political Science,55.1,100,C,Pass
GTC0576,BA,UG,2,Geography,54.1,100,C,Pass
GTC0577,BA,UG,1,Hindi,75.4,100,A,Pass
GTC0577,BA,UG,1,English,69.7,100,B,Pass
GTC0577,BA,UG,1,History,85.6,100,A,Pass
GTC0577,BA,UG,1,Political Science,87.2,100,A,Pass
GTC0577,BA,UG,1,Geography,79.2,100,A,Pass
GTC0578,BA,UG,2,Hindi,9.2,100,F,Fail
GTC0578,BA,UG,2,English,18.2,100,F,Fail
GTC0578,BA,UG,2,History,18.3,100,F,Fail
GTC0578,BA,UG,2,Political Science,6.8,100,F,Fail
GTC0578,BA,UG,2,Geography,16.7,100,F,Fail
GTC0579,BA,UG,1,Hindi,23.4,100,F,Fail
GTC0579,BA,UG,1,English,34.2,100,D,Pass
GTC0579,BA,UG,1,History,18.2,100,F,Fail
GTC0579,BA,UG,1,Political Science,36.4,100,D,Pass
GTC0579,BA,UG,1,Geography,27.4,100,F,Fail
GTC0580,BA,UG,3,Hindi,74.2,100,B,Pass
GTC0580,BA,UG,3,English,84.1,100,A,Pass
GTC0580,BA,UG,3,History,57.3,100,C,Pass
GTC0580,BA,UG,3,Political Science,60.7,100,B,Pass
GTC0580,BA,UG,3,Geography,52.8,100,C,Pass
GTC0581,BA,UG,2,Hindi,69.4,100,B,Pass
GTC0581,BA,UG,2,English,60.9,100,B,Pass
GTC0581,BA,UG,2,History,81.0,100,A,Pass
GTC0581,BA,UG,2,Political Science,69.0,100,B,Pass
GTC0581,BA,UG,2,Geography,51.0,100,C,Pass
GTC0582,BA,UG,1,Hindi,94.6,100,A,Pass
GTC0582,BA,UG,1,English,95.6,100,A,Pass
GTC0582,BA,UG,1,History,100.0,100,A,Pass
GTC0582,BA,UG,1,Political Science,95.7,100,A,Pass
GTC0582,BA,UG,1,Geography,81.3,100,A,Pass
GTC0583,BA,UG,2,Hindi,57.9,100,C,Pass
GTC0583,BA,UG,2,English,56.7,100,C,Pass
GTC0583,BA,UG,2,History,76.6,100,A,Pass
GTC0583,BA,UG,2,Political Science,77.2,100,A,Pass
GTC0583,BA,UG,2,Geography,52.9,100,C,Pass
GTC0584,BA,UG,3,Hindi,81.2,100,A,Pass
GTC0584,BA,UG,3,English,81.7,100,A,Pass
GTC0584,BA,UG,3,History,80.1,100,A,Pass
GTC0584,BA,UG,3,Political Science,61.3,100,B,Pass
GTC0584,BA,UG,3,Geography,69.2,100,B,Pass
GTC0585,BA,UG,3,Hindi,74.0,100,B,Pass
GTC0585,BA,UG,3,English,93.9,100,A,Pass
GTC0585,BA,UG,3,History,77.7,100,A,Pass
GTC0585,BA,UG,3,Political Science,69.0,100,B,Pass
GTC0585,BA,UG,3,Geography,77.0,100,A,Pass
GTC0586,BA,UG,2,Hindi,53.8,100,C,Pass
GTC0586,BA,UG,2,English,43.7,100,D,Pass
GTC0586,BA,UG,2,History,44.9,100,D,Pass
GTC0586,BA,UG,2,Political Science,49.1,100,C,Pass
GTC0586,BA,UG,2,Geography,47.4,100,C,Pass
GTC0587,BA,UG,3,Hindi,64.8,100,B,Pass
GTC0587,BA,UG,3,English,70.5,100,B,Pass
GTC0587,BA,UG,3,History,60.3,100,B,Pass
GTC0587,BA,UG,3,Political Science,68.3,100,B,Pass
GTC0587,BA,UG,3,Geography,54.9,100,C,Pass
GTC0588,BA,UG,2,Hindi,58.6,100,C,Pass
GTC0588,BA,UG,2,English,57.2,100,C,Pass
GTC0588,BA,UG,2,History,54.5,100,C,Pass
GTC0588,BA,UG,2,Political Science,55.7,100,C,Pass
GTC0588,BA,UG,2,Geography,61.1,100,B,Pass
GTC0589,BA,UG,2,Hindi,83.0,100,A,Pass
GTC0589,BA,UG,2,English,80.6,100,A,Pass
GTC0589,BA,UG,2,History,74.0,100,B,Pass
GTC0589,BA,UG,2,Political Science,88.7,100,A,Pass
GTC0589,BA,UG,2,Geography,74.6,100,B,Pass
GTC0590,BA,UG,1,Hindi,69.7,100,B,Pass
GTC0590,BA,UG,1,English,67.7,100,B,Pass
GTC0590,BA,UG,1,History,68.6,100,B,Pass
GTC0590,BA,UG,1,Political Science,61.8,100,B,Pass
GTC0590,BA,UG,1,Geography,63.4,100,B,Pass
GTC0591,BA,UG,3,Hindi,23.6,100,F,Fail
GTC0591,BA,UG,3,English,30.5,100,F,Fail
GTC0591,BA,UG,3,History,26.0,100,F,Fail
GTC0591,BA,UG,3,Political Science,29.3,100,F,Fail
GTC0591,BA,UG,3,Geography,40.3,100,D,Pass
GTC0592,BA,UG,3,Hindi,38.6,100,D,Pass
GTC0592,BA,UG,3,English,49.0,100,C,Pass
GTC0592,BA,UG,3,History,33.5,100,D,Pass
GTC0592,BA,UG,3,Political Science,30.5,100,F,Fail
GTC0592,BA,UG,3,Geography,37.9,100,D,Pass
GTC0593,BA,UG,2,Hindi,49.6,100,C,Pass
GTC0593,BA,UG,2,English,38.5,100,D,Pass
GTC0593,BA,UG,2,History,58.1,100,C,Pass
GTC0593,BA,UG,2,Political Science,56.2,100,C,Pass
GTC0593,BA,UG,2,Geography,47.3,100,C,Pass
GTC0594,BA,UG,1,Hindi,75.4,100,A,Pass
GTC0594,BA,UG,1,English,81.2,100,A,Pass
GTC0594,BA,UG,1,History,85.4,100,A,Pass
GTC0594,BA,UG,1,Political Science,80.7,100,A,Pass
GTC0594,BA,UG,1,Geography,84.0,100,A,Pass
GTC0595,BA,UG,3,Hindi,70.2,100,B,Pass
GTC0595,BA,UG,3,English,67.9,100,B,Pass
GTC0595,BA,UG,3,History,63.0,100,B,Pass
GTC0595,BA,UG,3,Political Science,78.2,100,A,Pass
GTC0595,BA,UG,3,Geography,78.4,100,A,Pass
GTC0596,BA,UG,2,Hindi,61.9,100,B,Pass
GTC0596,BA,UG,2,English,58.2,100,C,Pass
GTC0596,BA,UG,2,History,61.1,100,B,Pass
GTC0596,BA,UG,2,Political Science,54.8,100,C,Pass
GTC0596,BA,UG,2,Geography,63.3,100,B,Pass
GTC0597,BA,UG,3,Hindi,48.2,100,C,Pass
GTC0597,BA,UG,3,English,34.9,100,D,Pass
GTC0597,BA,UG,3,History,48.8,100,C,Pass
GTC0597,BA,UG,3,Political Science,42.4,100,D,Pass
GTC0597,BA,UG,3,Geography,54.1,100,C,Pass
GTC0598,BA,UG,3,Hindi,36.3,100,D,Pass
GTC0598,BA,UG,3,English,43.7,100,D,Pass
GTC0598,BA,UG,3,History,43.6,100,D,Pass
GTC0598,BA,UG,3,Political Science,32.9,100,F,Fail
GTC0598,BA,UG,3,Geography,35.1,100,D,Pass
GTC0599,BA,UG,3,Hindi,58.4,100,C,Pass
GTC0599,BA,UG,3,English,55.0,100,C,Pass
GTC0599,BA,UG,3,History,52.6,100,C,Pass
GTC0599,BA,UG,3,Political Science,56.3,100,C,Pass
GTC0599,BA,UG,3,Geography,51.3,100,C,Pass
GTC0600,BA,UG,1,Hindi,42.1,100,D,Pass
GTC0600,BA,UG,1,English,47.3,100,C,Pass
GTC0600,BA,UG,1,History,52.5,100,C,Pass
GTC0600,BA,UG,1,Political Science,35.8,100,D,Pass
GTC0600,BA,UG,1,Geography,53.5,100,C,Pass
GTC0601,BA,UG,3,Hindi,48.9,100,C,Pass
GTC0601,BA,UG,3,English,48.1,100,C,Pass
GTC0601,BA,UG,3,History,30.9,100,F,Fail
GTC0601,BA,UG,3,Political Science,41.8,100,D,Pass
GTC0601,BA,UG,3,Geography,60.9,100,B,Pass
GTC0602,BA,UG,1,Hindi,62.7,100,B,Pass
GTC0602,BA,UG,1,English,65.4,100,B,Pass
GTC0602,BA,UG,1,History,79.0,100,A,Pass
GTC0602,BA,UG,1,Political Science,73.3,100,B,Pass
GTC0602,BA,UG,1,Geography,46.1,100,C,Pass
GTC0603,BA,UG,3,Hindi,42.5,100,D,Pass
GTC0603,BA,UG,3,English,41.5,100,D,Pass
GTC0603,BA,UG,3,History,19.9,100,F,Fail
GTC0603,BA,UG,3,Political Science,41.0,100,D,Pass
GTC0603,BA,UG,3,Geography,38.8,100,D,Pass
GTC0604,BA,UG,2,Hindi,61.0,100,B,Pass
GTC0604,BA,UG,2,English,56.7,100,C,Pass
GTC0604,BA,UG,2,History,53.8,100,C,Pass
GTC0604,BA,UG,2,Political Science,51.7,100,C,Pass
GTC0604,BA,UG,2,Geography,38.4,100,D,Pass
GTC0605,BA,UG,1,Hindi,53.0,100,C,Pass
GTC0605,BA,UG,1,English,61.1,100,B,Pass
GTC0605,BA,UG,1,History,54.7,100,C,Pass
GTC0605,BA,UG,1,Political Science,47.6,100,C,Pass
GTC0605,BA,UG,1,Geography,65.1,100,B,Pass
GTC0606,BA,UG,2,Hindi,49.2,100,C,Pass
GTC0606,BA,UG,2,English,52.6,100,C,Pass
GTC0606,BA,UG,2,History,64.8,100,B,Pass
GTC0606,BA,UG,2,Political Science,68.9,100,B,Pass
GTC0606,BA,UG,2,Geography,63.8,100,B,Pass
GTC0607,BA,UG,1,Hindi,24.7,100,F,Fail
GTC0607,BA,UG,1,English,33.6,100,D,Pass
GTC0607,BA,UG,1,History,25.0,100,F,Fail
GTC0607,BA,UG,1,Political Science,27.8,100,F,Fail
GTC0607,BA,UG,1,Geography,31.0,100,F,Fail
GTC0608,BA,UG,3,Hindi,71.9,100,B,Pass
GTC0608,BA,UG,3,English,74.8,100,B,Pass
GTC0608,BA,UG,3,History,68.9,100,B,Pass
GTC0608,BA,UG,3,Political Science,85.4,100,A,Pass
GTC0608,BA,UG,3,Geography,73.3,100,B,Pass
GTC0609,BA,UG,2,Hindi,42.1,100,D,Pass
GTC0609,BA,UG,2,English,47.4,100,C,Pass
GTC0609,BA,UG,2,History,55.7,100,C,Pass
GTC0609,BA,UG,2,Political Science,45.3,100,C,Pass
GTC0609,BA,UG,2,Geography,50.9,100,C,Pass
GTC0610,BA,UG,2,Hindi,81.4,100,A,Pass
GTC0610,BA,UG,2,English,56.7,100,C,Pass
GTC0610,BA,UG,2,History,80.9,100,A,Pass
GTC0610,BA,UG,2,Political Science,80.8,100,A,Pass
GTC0610,BA,UG,2,Geography,89.2,100,A,Pass
GTC0611,BA,UG,2,Hindi,70.3,100,B,Pass
GTC0611,BA,UG,2,English,82.0,100,A,Pass
GTC0611,BA,UG,2,History,68.1,100,B,Pass
GTC0611,BA,UG,2,Political Science,67.0,100,B,Pass
GTC0611,BA,UG,2,Geography,68.6,100,B,Pass
GTC0612,BA,UG,2,Hindi,28.0,100,F,Fail
GTC0612,BA,UG,2,English,37.3,100,D,Pass
GTC0612,BA,UG,2,History,41.5,100,D,Pass
GTC0612,BA,UG,2,Political Science,30.4,100,F,Fail
GTC0612,BA,UG,2,Geography,45.4,100,C,Pass
GTC0613,BA,UG,3,Hindi,35.4,100,D,Pass
GTC0613,BA,UG,3,English,30.7,100,F,Fail
GTC0613,BA,UG,3,History,35.0,100,D,Pass
GTC0613,BA,UG,3,Political Science,16.3,100,F,Fail
GTC0613,BA,UG,3,Geography,28.4,100,F,Fail
GTC0614,BA,UG,1,Hindi,53.1,100,C,Pass
GTC0614,BA,UG,1,English,58.4,100,C,Pass
GTC0614,BA,UG,1,History,40.2,100,D,Pass
GTC0614,BA,UG,1,Political Science,53.5,100,C,Pass
GTC0614,BA,UG,1,Geography,53.1,100,C,Pass
GTC0615,BA,UG,2,Hindi,60.9,100,B,Pass
GTC0615,BA,UG,2,English,45.2,100,C,Pass
GTC0615,BA,UG,2,History,62.4,100,B,Pass
GTC0615,BA,UG,2,Political Science,51.5,100,C,Pass
GTC0615,BA,UG,2,Geography,46.4,100,C,Pass
GTC0616,BA,UG,1,Hindi,73.2,100,B,Pass
GTC0616,BA,UG,1,English,86.3,100,A,Pass
GTC0616,BA,UG,1,History,63.0,100,B,Pass
GTC0616,BA,UG,1,Political Science,87.8,100,A,Pass
GTC0616,BA,UG,1,Geography,99.2,100,A,Pass
GTC0617,BA,UG,2,Hindi,36.8,100,D,Pass
GTC0617,BA,UG,2,English,37.0,100,D,Pass
GTC0617,BA,UG,2,History,32.6,100,F,Fail
GTC0617,BA,UG,2,Political Science,44.4,100,D,Pass
GTC0617,BA,UG,2,Geography,47.5,100,C,Pass
GTC0618,BA,UG,2,Hindi,36.3,100,D,Pass
GTC0618,BA,UG,2,English,42.1,100,D,Pass
GTC0618,BA,UG,2,History,40.3,100,D,Pass
GTC0618,BA,UG,2,Political Science,60.1,100,B,Pass
GTC0618,BA,UG,2,Geography,51.7,100,C,Pass
GTC0619,BA,UG,1,Hindi,42.2,100,D,Pass
GTC0619,BA,UG,1,English,31.0,100,F,Fail
GTC0619,BA,UG,1,History,40.4,100,D,Pass
GTC0619,BA,UG,1,Political Science,34.3,100,D,Pass
GTC0619,BA,UG,1,Geography,35.9,100,D,Pass
GTC0620,BA,UG,2,Hindi,59.9,100,C,Pass
GTC0620,BA,UG,2,English,69.6,100,B,Pass
GTC0620,BA,UG,2,History,64.4,100,B,Pass
GTC0620,BA,UG,2,Political Science,62.2,100,B,Pass
GTC0620,BA,UG,2,Geography,67.7,100,B,Pass
GTC0621,BA,UG,3,Hindi,38.3,100,D,Pass
GTC0621,BA,UG,3,English,49.1,100,C,Pass
GTC0621,BA,UG,3,History,49.1,100,C,Pass
GTC0621,BA,UG,3,Political Science,42.9,100,D,Pass
GTC0621,BA,UG,3,Geography,33.9,100,D,Pass
GTC0622,BA,UG,2,Hindi,62.9,100,B,Pass
GTC0622,BA,UG,2,English,84.7,100,A,Pass
GTC0622,BA,UG,2,History,85.9,100,A,Pass
GTC0622,BA,UG,2,Political Science,63.1,100,B,Pass
GTC0622,BA,UG,2,Geography,72.3,100,B,Pass
GTC0623,BA,UG,3,Hindi,82.7,100,A,Pass
GTC0623,BA,UG,3,English,52.2,100,C,Pass
GTC0623,BA,UG,3,History,76.9,100,A,Pass
GTC0623,BA,UG,3,Political Science,76.0,100,A,Pass
GTC0623,BA,UG,3,Geography,81.1,100,A,Pass
GTC0624,BA,UG,3,Hindi,58.2,100,C,Pass
GTC0624,BA,UG,3,English,75.4,100,A,Pass
GTC0624,BA,UG,3,History,73.8,100,B,Pass
GTC0624,BA,UG,3,Political Science,77.4,100,A,Pass
GTC0624,BA,UG,3,Geography,72.8,100,B,Pass
GTC0625,BA,UG,2,Hindi,57.9,100,C,Pass
GTC0625,BA,UG,2,English,45.1,100,C,Pass
GTC0625,BA,UG,2,History,35.3,100,D,Pass
GTC0625,BA,UG,2,Political Science,36.4,100,D,Pass
GTC0625,BA,UG,2,Geography,49.6,100,C,Pass
GTC0626,BA,UG,3,Hindi,24.1,100,F,Fail
GTC0626,BA,UG,3,English,22.9,100,F,Fail
GTC0626,BA,UG,3,History,25.8,100,F,Fail
GTC0626,BA,UG,3,Political Science,28.7,100,F,Fail
GTC0626,BA,UG,3,Geography,31.2,100,F,Fail
GTC0627,BA,UG,3,Hindi,46.8,100,C,Pass
GTC0627,BA,UG,3,English,56.4,100,C,Pass
GTC0627,BA,UG,3,History,50.6,100,C,Pass
GTC0627,BA,UG,3,Political Science,40.2,100,D,Pass
GTC0627,BA,UG,3,Geography,63.4,100,B,Pass
GTC0628,BA,UG,3,Hindi,72.1,100,B,Pass
GTC0628,BA,UG,3,English,76.5,100,A,Pass
GTC0628,BA,UG,3,History,76.2,100,A,Pass
GTC0628,BA,UG,3,Political Science,84.8,100,A,Pass
GTC0628,BA,UG,3,Geography,60.0,100,B,Pass
GTC0629,BA,UG,2,Hindi,59.8,100,C,Pass
GTC0629,BA,UG,2,English,63.0,100,B,Pass
GTC0629,BA,UG,2,History,78.4,100,A,Pass
GTC0629,BA,UG,2,Political Science,62.9,100,B,Pass
GTC0629,BA,UG,2,Geography,56.7,100,C,Pass
GTC0630,BA,UG,3,Hindi,39.7,100,D,Pass
GTC0630,BA,UG,3,English,48.1,100,C,Pass
GTC0630,BA,UG,3,History,48.9,100,C,Pass
GTC0630,BA,UG,3,Political Science,48.2,100,C,Pass
GTC0630,BA,UG,3,Geography,63.1,100,B,Pass
GTC0631,BA,UG,2,Hindi,69.0,100,B,Pass
GTC0631,BA,UG,2,English,62.5,100,B,Pass
GTC0631,BA,UG,2,History,76.1,100,A,Pass
GTC0631,BA,UG,2,Political Science,67.0,100,B,Pass
GTC0631,BA,UG,2,Geography,62.6,100,B,Pass
GTC0632,BA,UG,3,Hindi,73.2,100,B,Pass
GTC0632,BA,UG,3,English,76.9,100,A,Pass
GTC0632,BA,UG,3,History,81.0,100,A,Pass
GTC0632,BA,UG,3,Political Science,74.8,100,B,Pass
GTC0632,BA,UG,3,Geography,76.3,100,A,Pass
GTC0633,BA,UG,3,Hindi,67.8,100,B,Pass
GTC0633,BA,UG,3,English,64.3,100,B,Pass
GTC0633,BA,UG,3,History,69.9,100,B,Pass
GTC0633,BA,UG,3,Political Science,63.2,100,B,Pass
GTC0633,BA,UG,3,Geography,73.4,100,B,Pass
GTC0634,BA,UG,3,Hindi,56.9,100,C,Pass
GTC0634,BA,UG,3,English,21.8,100,F,Fail
GTC0634,BA,UG,3,History,44.0,100,D,Pass
GTC0634,BA,UG,3,Political Science,33.9,100,D,Pass
GTC0634,BA,UG,3,Geography,42.2,100,D,Pass
GTC0635,BA,UG,1,Hindi,48.3,100,C,Pass
GTC0635,BA,UG,1,English,51.1,100,C,Pass
GTC0635,BA,UG,1,History,48.0,100,C,Pass
GTC0635,BA,UG,1,Political Science,57.6,100,C,Pass
GTC0635,BA,UG,1,Geography,41.2,100,D,Pass
GTC0636,BA,UG,1,Hindi,68.3,100,B,Pass
GTC0636,BA,UG,1,English,78.8,100,A,Pass
GTC0636,BA,UG,1,History,64.1,100,B,Pass
GTC0636,BA,UG,1,Political Science,63.4,100,B,Pass
GTC0636,BA,UG,1,Geography,75.4,100,A,Pass
GTC0637,BA,UG,2,Hindi,33.8,100,D,Pass
GTC0637,BA,UG,2,English,39.8,100,D,Pass
GTC0637,BA,UG,2,History,40.1,100,D,Pass
GTC0637,BA,UG,2,Political Science,40.3,100,D,Pass
GTC0637,BA,UG,2,Geography,34.9,100,D,Pass
GTC0638,BA,UG,1,Hindi,72.9,100,B,Pass
GTC0638,BA,UG,1,English,57.6,100,C,Pass
GTC0638,BA,UG,1,History,46.4,100,C,Pass
GTC0638,BA,UG,1,Political Science,56.7,100,C,Pass
GTC0638,BA,UG,1,Geography,66.3,100,B,Pass
GTC0639,BA,UG,3,Hindi,69.5,100,B,Pass
GTC0639,BA,UG,3,English,70.8,100,B,Pass
GTC0639,BA,UG,3,History,72.7,100,B,Pass
GTC0639,BA,UG,3,Political Science,56.9,100,C,Pass
GTC0639,BA,UG,3,Geography,67.0,100,B,Pass
GTC0640,BA,UG,1,Hindi,46.7,100,C,Pass
GTC0640,BA,UG,1,English,25.9,100,F,Fail
GTC0640,BA,UG,1,History,37.6,100,D,Pass
GTC0640,BA,UG,1,Political Science,24.8,100,F,Fail
GTC0640,BA,UG,1,Geography,46.7,100,C,Pass
GTC0641,BA,UG,1,Hindi,48.0,100,C,Pass
GTC0641,BA,UG,1,English,39.3,100,D,Pass
GTC0641,BA,UG,1,History,36.6,100,D,Pass
GTC0641,BA,UG,1,Political Science,62.5,100,B,Pass
GTC0641,BA,UG,1,Geography,50.6,100,C,Pass
GTC0642,BA,UG,3,Hindi,48.6,100,C,Pass
GTC0642,BA,UG,3,English,53.6,100,C,Pass
GTC0642,BA,UG,3,History,74.3,100,B,Pass
GTC0642,BA,UG,3,Political Science,61.6,100,B,Pass
GTC0642,BA,UG,3,Geography,70.6,100,B,Pass
GTC0643,BA,UG,2,Hindi,68.2,100,B,Pass
GTC0643,BA,UG,2,English,73.0,100,B,Pass
GTC0643,BA,UG,2,History,63.7,100,B,Pass
GTC0643,BA,UG,2,Political Science,65.0,100,B,Pass
GTC0643,BA,UG,2,Geography,75.2,100,A,Pass
GTC0644,BA,UG,1,Hindi,48.6,100,C,Pass
GTC0644,BA,UG,1,English,56.4,100,C,Pass
GTC0644,BA,UG,1,History,52.9,100,C,Pass
GTC0644,BA,UG,1,Political Science,42.0,100,D,Pass
GTC0644,BA,UG,1,Geography,55.9,100,C,Pass
GTC0645,BA,UG,3,Hindi,28.3,100,F,Fail
GTC0645,BA,UG,3,English,34.2,100,D,Pass
GTC0645,BA,UG,3,History,44.3,100,D,Pass
GTC0645,BA,UG,3,Political Science,48.8,100,C,Pass
GTC0645,BA,UG,3,Geography,37.4,100,D,Pass
GTC0646,BA,UG,1,Hindi,58.2,100,C,Pass
GTC0646,BA,UG,1,English,56.6,100,C,Pass
GTC0646,BA,UG,1,History,47.1,100,C,Pass
GTC0646,BA,UG,1,Political Science,66.2,100,B,Pass
GTC0646,BA,UG,1,Geography,57.9,100,C,Pass
GTC0647,BA,UG,3,Hindi,46.6,100,C,Pass
GTC0647,BA,UG,3,English,49.2,100,C,Pass
GTC0647,BA,UG,3,History,52.2,100,C,Pass
GTC0647,BA,UG,3,Political Science,40.1,100,D,Pass
GTC0647,BA,UG,3,Geography,52.7,100,C,Pass
GTC0648,BA,UG,2,Hindi,68.8,100,B,Pass
GTC0648,BA,UG,2,English,70.5,100,B,Pass
GTC0648,BA,UG,2,History,66.7,100,B,Pass
GTC0648,BA,UG,2,Political Science,62.1,100,B,Pass
GTC0648,BA,UG,2,Geography,60.3,100,B,Pass
GTC0649,BA,UG,3,Hindi,56.3,100,C,Pass
GTC0649,BA,UG,3,English,51.0,100,C,Pass
GTC0649,BA,UG,3,History,73.2,100,B,Pass
GTC0649,BA,UG,3,Political Science,51.7,100,C,Pass
GTC0649,BA,UG,3,Geography,65.4,100,B,Pass
GTC0650,BA,UG,1,Hindi,46.5,100,C,Pass
GTC0650,BA,UG,1,English,51.0,100,C,Pass
GTC0650,BA,UG,1,History,41.2,100,D,Pass
GTC0650,BA,UG,1,Political Science,59.9,100,C,Pass
GTC0650,BA,UG,1,Geography,49.3,100,C,Pass
GTC0651,BA,UG,2,Hindi,40.0,100,D,Pass
GTC0651,BA,UG,2,English,22.0,100,F,Fail
GTC0651,BA,UG,2,History,33.2,100,D,Pass
GTC0651,BA,UG,2,Political Science,15.2,100,F,Fail
GTC0651,BA,UG,2,Geography,38.3,100,D,Pass
GTC0652,BA,UG,3,Hindi,51.3,100,C,Pass
GTC0652,BA,UG,3,English,59.2,100,C,Pass
GTC0652,BA,UG,3,History,42.5,100,D,Pass
