student_id,total_days,days_present,overall_attendance_pct,attendance_category
GTC0634,233,166,71.24,Low (<75%)
GTC0635,233,170,72.96,Low (<75%)
GTC0636,233,185,79.4,Good (75%+)
GTC0637,233,169,72.53,Low (<75%)
GTC0638,233,175,75.11,Good (75%+)
GTC0639,233,197,84.55,Good (75%+)
GTC0640,233,177,75.97,Good (75%+)
GTC0641,233,173,74.25,Low (<75%)
GTC0642,233,180,77.25,Good (75%+)
GTC0643,233,181,77.68,Good (75%+)
GTC0644,233,157,67.38,Low (<75%)
GTC0645,233,182,78.11,Good (75%+)
GTC0646,233,172,73.82,Low (<75%)
GTC0647,233,173,74.25,Low (<75%)
GTC0648,233,176,75.54,Good (75%+)
GTC0649,233,184,78.97,Good (75%+)
GTC0650,233,181,77.68,Good (75%+)
GTC0651,233,157,67.38,Low (<75%)
GTC0652,233,186,79.83,Good (75%+)
GTC0653,233,167,71.67,Low (<75%)
GTC0654,233,168,72.1,Low (<75%)
GTC0655,233,156,66.95,Low (<75%)
GTC0656,233,183,78.54,Good (75%+)
GTC0657,233,170,72.96,Low (<75%)
GTC0658,233,187,80.26,Good (75%+)
GTC0659,233,186,79.83,Good (75%+)
GTC0660,233,194,83.26,Good (75%+)
GTC0661,233,162,69.53,Low (<75%)
GTC0662,233,177,75.97,Good (75%+)
GTC0663,233,194,83.26,Good (75%+)
GTC0664,233,162,69.53,Low (<75%)
GTC0665,233,167,71.67,Low (<75%)
GTC0666,233,167,71.67,Low (<75%)
GTC0667,233,155,66.52,Low (<75%)
GTC0668,233,177,75.97,Good (75%+)
GTC0669,233,163,69.96,Low (<75%)
GTC0670,233,177,75.97,Good (75%+)
GTC0671,233,166,71.24,Low (<75%)
GTC0672,233,177,75.97,Good (75%+)
GTC0673,233,177,75.97,Good (75%+)
GTC0674,233,163,69.96,Low (<75%)
GTC0675,233,176,75.54,Good (75%+)
GTC0676,233,169,72.53,Low (<75%)
GTC0677,233,174,74.68,Low (<75%)
GTC0678,233,165,70.82,Low (<75%)
GTC0679,233,173,74.25,Low (<75%)
GTC0680,233,182,78.11,Good (75%+)
GTC0681,233,176,75.54,Good (75%+)
GTC0682,233,155,66.52,Low (<75%)
GTC0683,233,176,75.54,Good (75%+)
GTC0684,233,172,73.82,Low (<75%)
GTC0685,233,174,74.68,Low (<75%)
GTC0686,233,185,79.4,Good (75%+)
GTC0687,233,172,73.82,Low (<75%)
GTC0688,233,171,73.39,Low (<75%)
GTC0689,233,172,73.82,Low (<75%)
GTC0690,233,165,70.82,Low (<75%)
GTC0691,233,174,74.68,Low (<75%)
GTC0692,233,181,77.68,Good (75%+)
GTC0693,233,176,75.54,Good (75%+)
GTC0694,233,175,75.11,Good (75%+)
GTC0695,233,184,78.97,Good (75%+)
GTC0696,233,176,75.54,Good (75%+)
GTC0697,233,164,70.39,Low (<75%)
GTC0698,233,189,81.12,Good (75%+)
GTC0699,233,182,78.11,Good (75%+)
GTC0700,233,182,78.11,Good (75%+)
GTC0701,233,174,74.68,Low (<75%)
GTC0702,233,185,79.4,Good (75%+)
GTC0703,233,176,75.54,Good (75%+)
GTC0704,233,176,75.54,Good (75%+)
GTC0705,233,164,70.39,Low (<75%)
GTC0706,233,165,70.82,Low (<75%)
GTC0707,233,181,77.68,Good (75%+)
GTC0708,233,181,77.68,Good (75%+)
GTC0709,233,164,70.39,Low (<75%)
GTC0710,233,183,78.54,Good (75%+)
GTC0711,233,176,75.54,Good (75%+)
GTC0712,233,173,74.25,Low (<75%)
GTC0713,233,163,69.96,Low (<75%)
GTC0714,233,169,72.53,Low (<75%)
GTC0715,233,180,77.25,Good (75%+)
GTC0716,233,179,76.82,Good (75%+)
GTC0717,233,174,74.68,Low (<75%)
GTC0718,233,157,67.38,Low (<75%)
GTC0719,233,175,75.11,Good (75%+)
GTC0720,233,178,76.39,Good (75%+)
GTC0721,233,165,70.82,Low (<75%)
GTC0722,233,180,77.25,Good (75%+)
GTC0723,233,173,74.25,Low (<75%)
GTC0724,233,177,75.97,Good (75%+)
GTC0725,233,173,74.25,Low (<75%)
GTC0726,233,178,76.39,Good (75%+)
GTC0727,233,167,71.67,Low (<75%)
GTC0728,233,189,81.12,Good (75%+)
GTC0729,233,185,79.4,Good (75%+)
GTC0730,233,188,80.69,Good (75%+)
GTC0731,233,164,70.39,Low (<75%)
GTC0732,233,179,76.82,Good (75%+)
GTC0733,233,184,78.97,Good (75%+)
GTC0734,233,171,73.39,Low (<75%)
GTC0735,233,180,77.25,Good (75%+)
GTC0736,233,163,69.96,Low (<75%)
GTC0737,233,166,71.24,Low (<75%)
GTC0738,233,174,74.68,Low (<75%)
GTC0739,233,188,80.69,Good (75%+)
GTC0740,233,185,79.4,Good (75%+)
GTC0741,233,171,73.39,Low (<75%)
GTC0742,233,173,74.25,Low (<75%)
GTC0743,233,158,67.81,Low (<75%)
GTC0744,233,182,78.11,Good (75%+)
GTC0745,233,177,75.97,Good (75%+)
GTC0746,233,168,72.1,Low (<75%)
GTC0747,233,175,75.11,Good (75%+)
GTC0748,233,179,76.82,Good (75%+)
GTC0749,233,153,65.67,Low (<75%)
GTC0750,233,171,73.39,Low (<75%)
GTC0751,233,168,72.1,Low (<75%)
GTC0752,233,176,75.54,Good (75%+)
GTC0753,233,164,70.39,Low (<75%)
GTC0754,233,173,74.25,Low (<75%)
GTC0755,233,170,72.96,Low (<75%)
GTC0756,233,166,71.24,Low (<75%)
GTC0757,233,190,81.55,Good (75%+)
GTC0758,233,174,74.68,Low (<75%)
GTC0759,233,173,74.25,Low (<75%)
GTC0760,233,174,74.68,Low (<75%)
GTC0761,233,172,73.82,Low (<75%)
GTC0762,233,180,77.25,Good (75%+)
GTC0763,233,177,75.97,Good (75%+)
GTC0764,233,182,78.11,Good (75%+)
GTC0765,233,170,72.96,Low (<75%)
GTC0766,233,176,75.54,Good (75%+)
GTC0767,233,185,79.4,Good (75%+)
GTC0768,233,192,82.4,Good (75%+)
GTC0769,233,174,74.68,Low (<75%)
GTC0770,233,172,73.82,Low (<75%)
GTC0771,233,186,79.83,Good (75%+)
GTC0772,233,187,80.26,Good (75%+)
GTC0773,233,171,73.39,Low (<75%)
GTC0774,233,169,72.53,Low (<75%)
GTC0775,233,176,75.54,Good (75%+)
GTC0776,233,168,72.1,Low (<75%)
GTC0777,233,168,72.1,Low (<75%)
GTC0778,233,158,67.81,Low (<75%)
GTC0779,233,167,71.67,Low (<75%)
GTC0780,233,178,76.39,Good (75%+)
GTC0781,233,162,69.53,Low (<75%)
GTC0782,233,177,75.97,Good (75%+)
GTC0783,233,171,73.39,Low (<75%)
GTC0784,233,172,73.82,Low (<75%)
GTC0785,233,163,69.96,Low (<75%)
GTC0786,233,171,73.39,Low (<75%)
GTC0787,233,163,69.96,Low (<75%)
GTC0788,233,172,73.82,Low (<75%)
GTC0789,233,191,81.97,Good (75%+)
GTC0790,233,175,75.11,Good (75%+)
GTC0791,233,167,71.67,Low (<75%)
GTC0792,233,172,73.82,Low (<75%)
GTC0793,233,177,75.97,Good (75%+)
GTC0794,233,180,77.25,Good (75%+)
GTC0795,233,187,80.26,Good (75%+)
GTC0796,233,165,70.82,Low (<75%)
GTC0797,233,173,74.25,Low (<75%)
GTC0798,233,167,71.67,Low (<75%)
GTC0799,233,158,67.81,Low (<75%)
GTC0800,233,174,74.68,Low (<75%)
GTC0801,233,177,75.97,Good (75%+)
GTC0802,233,177,75.97,Good (75%+)
GTC0803,233,173,74.25,Low (<75%)
GTC0804,233,172,73.82,Low (<75%)
GTC0805,233,180,77.25,Good (75%+)
GTC0806,233,182,78.11,Good (75%+)
GTC0807,233,171,73.39,Low (<75%)
GTC0808,233,189,81.12,Good (75%+)
GTC0809,233,167,71.67,Low (<75%)
GTC0810,233,178,76.39,Good (75%+)
GTC0811,233,189,81.12,Good (75%+)
GTC0812,233,183,78.54,Good (75%+)
GTC0813,233,182,78.11,Good (75%+)
GTC0814,233,175,75.11,Good (75%+)
GTC0815,233,174,74.68,Low (<75%)
GTC0816,233,169,72.53,Low (<75%)
GTC0817,233,172,73.82,Low (<75%)
GTC0818,233,186,79.83,Good (75%+)
GTC0819,233,177,75.97,Good (75%+)
GTC0820,233,187,80.26,Good (75%+)
GTC0821,233,172,73.82,Low (<75%)
GTC0822,233,181,77.68,Good (75%+)
GTC0823,233,169,72.53,Low (<75%)
GTC0824,233,172,73.82,Low (<75%)
GTC0825,233,164,70.39,Low (<75%)
GTC0826,233,167,71.67,Low (<75%)
GTC0827,233,174,74.68,Low (<75%)
GTC0828,233,175,75.11,Good (75%+)
GTC0829,233,168,72.1,Low (<75%)
GTC0830,233,165,70.82,Low (<75%)
GTC0831,233,185,79.4,Good (75%+)
GTC0832,233,172,73.82,Low (<75%)
GTC0833,233,184,78.97,Good (75%+)
GTC0834,233,181,77.68,Good (75%+)
GTC0835,233,195,83.69,Good (75%+)
GTC0836,233,171,73.39,Low (<75%)
GTC0837,233,176,75.54,Good (75%+)
GTC0838,233,172,73.82,Low (<75%)
GTC0839,233,153,65.67,Low (<75%)
GTC0840,233,175,75.11,Good (75%+)
GTC0841,233,191,81.97,Good (75%+)
GTC0842,233,180,77.25,Good (75%+)
GTC0843,233,177,75.97,Good (75%+)
GTC0844,233,164,70.39,Low (<75%)
GTC0845,233,169,72.53,Low (<75%)
GTC0846,233,169,72.53,Low (<75%)
GTC0847,233,164,70.39,Low (<75%)
GTC0848,233,183,78.54,Good (75%+)
GTC0849,233,165,70.82,Low (<75%)
GTC0850,233,181,77.68,Good (75%+)
GTC0851,233,166,71.24,Low (<75%)
GTC0852,233,179,76.82,Good (75%+)
GTC0853,233,169,72.53,Low (<75%)
GTC0854,233,177,75.97,Good (75%+)
GTC0855,233,193,82.83,Good (75%+)
GTC0856,233,184,78.97,Good (75%+)
GTC0857,233,159,68.24,Low (<75%)
GTC0858,233,167,71.67,Low (<75%)
GTC0859,233,193,82.83,Good (75%+)
GTC0860,233,169,72.53,Low (<75%)
GTC0861,233,185,79.4,Good (75%+)
GTC0862,233,156,66.95,Low (<75%)
GTC0863,233,180,77.25,Good (75%+)
GTC0864,233,170,72.96,Low (<75%)
GTC0865,233,177,75.97,Good (75%+)
GTC0866,233,172,73.82,Low (<75%)
GTC0867,233,173,74.25,Low (<75%)
GTC0868,233,189,81.12,Good (75%+)
GTC0869,233,177,75.97,Good (75%+)
GTC0870,233,173,74.25,Low (<75%)
GTC0871,233,176,75.54,Good (75%+)
GTC0872,233,175,75.11,Good (75%+)
GTC0873,233,176,75.54,Good (75%+)
GTC0874,233,188,80.69,Good (75%+)
GTC0875,233,165,70.82,Low (<75%)
GTC0876,233,175,75.11,Good (75%+)
GTC0877,233,173,74.25,Low (<75%)
GTC0878,233,142,60.94,Low (<75%)
GTC0879,233,194,83.26,Good (75%+)
GTC0880,233,188,80.69,Good (75%+)
GTC0881,233,169,72.53,Low (<75%)
GTC0882,233,168,72.1,Low (<75%)
GTC0883,233,170,72.96,Low (<75%)
GTC0884,233,177,75.97,Good (75%+)
GTC0885,233,168,72.1,Low (<75%)
GTC0886,233,174,74.68,Low (<75%)
GTC0887,233,170,72.96,Low (<75%)
GTC0888,233,196,84.12,Good (75%+)
GTC0889,233,166,71.24,Low (<75%)
GTC0890,233,160,68.67,Low (<75%)
GTC0891,233,178,76.39,Good (75%+)
GTC0892,233,166,71.24,Low (<75%)
GTC0893,233,167,71.67,Low (<75%)
GTC0894,233,186,79.83,Good (75%+)
GTC0895,233,174,74.68,Low (<75%)
GTC0896,233,163,69.96,Low (<75%)
GTC0897,233,171,73.39,Low (<75%)
GTC0898,233,178,76.39,Good (75%+)
GTC0899,233,174,74.68,Low (<75%)
GTC0900,233,170,72.96,Low (<75%)
GTC0901,233,185,79.4,Good (75%+)
GTC0902,233,188,80.69,Good (75%+)
GTC0903,233,185,79.4,Good (75%+)
GTC0904,233,169,72.53,Low (<75%)
GTC0905,233,158,67.81,Low (<75%)
GTC0906,233,163,69.96,Low (<75%)
GTC0907,233,169,72.53,Low (<75%)
GTC0908,233,187,80.26,Good (75%+)
GTC0909,233,181,77.68,Good (75%+)
GTC0910,233,184,78.97,Good (75%+)
GTC0911,233,169,72.53,Low (<75%)
GTC0912,233,173,74.25,Low (<75%)
GTC0913,233,182,78.11,Good (75%+)
GTC0914,233,169,72.53,Low (<75%)
GTC0915,233,165,70.82,Low (<75%)
GTC0916,233,172,73.82,Low (<75%)
GTC0917,233,195,83.69,Good (75%+)
GTC0918,233,162,69.53,Low (<75%)
GTC0919,233,181,77.68,Good (75%+)
GTC0920,233,175,75.11,Good (75%+)
GTC0921,233,171,73.39,Low (<75%)
GTC0922,233,196,84.12,Good (75%+)
GTC0923,233,186,79.83,Good (75%+)
GTC0924,233,192,82.4,Good (75%+)
GTC0925,233,176,75.54,Good (75%+)
GTC0926,233,177,75.97,Good (75%+)
GTC0927,233,181,77.68,Good (75%+)
GTC0928,233,170,72.96,Low (<75%)
GTC0929,233,187,80.26,Good (75%+)
GTC0930,233,174,74.68,Low (<75%)
GTC0931,233,181,77.68,Good (75%+)
GTC0932,233,171,73.39,Low (<75%)
GTC0933,233,180,77.25,Good (75%+)
GTC0934,233,179,76.82,Good (75%+)
GTC0935,233,170,72.96,Low (<75%)
GTC0936,233,171,73.39,Low (<75%)
GTC0937,233,170,72.96,Low (<75%)
GTC0938,233,182,78.11,Good (75%+)
GTC0939,233,171,73.39,Low (<75%)
GTC0940,233,188,80.69,Good (75%+)
GTC0941,233,176,75.54,Good (75%+)
GTC0942,233,196,84.12,Good (75%+)
GTC0943,233,165,70.82,Low (<75%)
GTC0944,233,162,69.53,Low (<75%)
GTC0945,233,179,76.82,Good (75%+)
GTC0946,233,187,80.26,Good (75%+)
GTC0947,233,178,76.39,Good (75%+)
GTC0948,233,162,69.53,Low (<75%)
GTC0949,233,182,78.11,Good (75%+)
GTC0950,233,172,73.82,Low (<75%)
GTC0951,233,186,79.83,Good (75%+)
GTC0952,233,171,73.39,Low (<75%)
GTC0953,233,181,77.68,Good (75%+)
GTC0954,233,186,79.83,Good (75%+)
GTC0955,233,165,70.82,Low (<75%)
GTC0956,233,190,81.55,Good (75%+)
GTC0957,233,180,77.25,Good (75%+)
GTC0958,233,182,78.11,Good (75%+)
GTC0959,233,167,71.67,Low (<75%)
GTC0960,233,177,75.97,Good (75%+)
GTC0961,233,183,78.54,Good (75%+)
GTC0962,233,183,78.54,Good (75%+)
GTC0963,233,184,78.97,Good (75%+)
GTC0964,233,169,72.53,Low (<75%)
GTC0965,233,165,70.82,Low (<75%)
GTC0966,233,194,83.26,Good (75%+)
GTC0967,233,166,71.24,Low (<75%)
GTC0968,233,146,62.66,Low (<75%)
GTC0969,233,161,69.1,Low (<75%)
GTC0970,233,169,72.53,Low (<75%)
GTC0971,233,169,72.53,Low (<75%)
GTC0972,233,190,81.55,Good (75%+)
GTC0973,233,176,75.54,Good (75%+)
GTC0974,233,167,71.67,Low (<75%)
GTC0975,233,172,73.82,Low (<75%)
GTC0976,233,174,74.68,Low (<75%)
GTC0977,233,158,67.81,Low (<75%)
GTC0978,233,173,74.25,Low (<75%)
GTC0979,233,171,73.39,Low (<75%)
GTC0980,233,161,69.1,Low (<75%)
GTC0981,233,191,81.97,Good (75%+)
GTC0982,233,170,72.96,Low (<75%)
GTC0983,233,176,75.54,Good (75%+)
GTC0984,233,186,79.83,Good (75%+)
GTC0985,233,174,74.68,Low (<75%)
GTC0986,233,175,75.11,Good (75%+)
GTC0987,233,167,71.67,Low (<75%)
GTC0988,233,168,72.1,Low (<75%)
GTC0989,233,180,77.25,Good (75%+)
GTC0990,233,199,85.41,Good (75%+)
GTC0991,233,163,69.96,Low (<75%)
GTC0992,233,170,72.96,Low (<75%)
GTC0993,233,187,80.26,Good (75%+)
GTC0994,233,157,67.38,Low (<75%)
GTC0995,233,164,70.39,Low (<75%)
GTC0996,233,166,71.24,Low (<75%)
GTC0997,233,165,70.82,Low (<75%)
GTC0998,233,179,76.82,Good (75%+)
GTC0999,233,179,76.82,Good (75%+)
GTC1000,233,169,72.53,Low (<75%)
GTC1001,233,168,72.1,Low (<75%)
GTC1002,233,172,73.82,Low (<75%)
GTC1003,233,170,72.96,Low (<75%)
GTC1004,233,164,70.39,Low (<75%)
GTC1005,233,188,80.69,Good (75%+)
GTC1006,233,174,74.68,Low (<75%)
GTC1007,233,167,71.67,Low (<75%)
GTC1008,233,172,73.82,Low (<75%)
GTC1009,233,166,71.24,Low (<75%)
GTC1010,233,165,70.82,Low (<75%)
GTC1011,233,197,84.55,Good (75%+)
GTC1012,233,168,72.1,Low (<75%)
GTC1013,233,166,71.24,Low (<75%)
GTC1014,233,176,75.54,Good (75%+)
GTC1015,233,169,72.53,Low (<75%)
GTC1016,233,187,80.26,Good (75%+)
GTC1017,233,159,68.24,Low (<75%)
GTC1018,233,184,78.97,Good (75%+)
GTC1019,233,166,71.24,Low (<75%)
GTC1020,233,165,70.82,Low (<75%)
GTC1021,233,177,75.97,Good (75%+)
GTC1022,233,174,74.68,Low (<75%)
GTC1023,233,178,76.39,Good (75%+)
GTC1024,233,171,73.39,Low (<75%)
GTC1025,233,175,75.11,Good (75%+)
GTC1026,233,181,77.68,Good (75%+)
GTC1027,233,189,81.12,Good (75%+)
GTC1028,233,180,77.25,Good (75%+)
GTC1029,233,161,69.1,Low (<75%)
GTC1030,233,154,66.09,Low (<75%)
GTC1031,233,175,75.11,Good (75%+)
GTC1032,233,173,74.25,Low (<75%)
GTC1033,233,159,68.24,Low (<75%)
GTC1034,233,176,75.54,Good (75%+)
GTC1035,233,170,72.96,Low (<75%)
GTC1036,233,161,69.1,Low (<75%)
GTC1037,233,174,74.68,Low (<75%)
GTC1038,233,172,73.82,Low (<75%)
GTC1039,233,171,73.39,Low (<75%)
GTC1040,233,166,71.24,Low (<75%)
GTC1041,233,170,72.96,Low (<75%)
GTC1042,233,167,71.67,Low (<75%)
GTC1043,233,181,77.68,Good (75%+)
GTC1044,233,174,74.68,Low (<75%)
GTC1045,233,167,71.67,Low (<75%)
GTC1046,233,169,72.53,Low (<75%)
GTC1047,233,175,75.11,Good (75%+)
GTC1048,233,165,70.82,Low (<75%)
GTC1049,233,186,79.83,Good (75%+)
GTC1050,233,184,78.97,Good (75%+)
GTC1051,233,178,76.39,Good (75%+)
GTC1052,233,174,74.68,Low (<75%)
GTC1053,233,176,75.54,Good (75%+)
GTC1054,233,176,75.54,Good (75%+)
GTC1055,233,178,76.39,Good (75%+)
GTC1056,233,168,72.1,Low (<75%)
GTC1057,233,177,75.97,Good (75%+)
GTC1058,233,178,76.39,Good (75%+)
GTC1059,233,169,72.53,Low (<75%)
GTC1060,233,173,74.25,Low (<75%)
GTC1061,233,152,65.24,Low (<75%)
GTC1062,233,173,74.25,Low (<75%)
GTC1063,233,158,67.81,Low (<75%)
GTC1064,233,196,84.12,Good (75%+)
GTC1065,233,180,77.25,Good (75%+)
GTC1066,233,169,72.53,Low (<75%)
GTC1067,233,187,80.26,Good (75%+)
GTC1068,233,183,78.54,Good (75%+)
GTC1069,233,156,66.95,Low (<75%)
GTC1070,233,175,75.11,Good (75%+)
GTC1071,233,168,72.1,Low (<75%)
GTC1072,233,176,75.54,Good (75%+)
GTC1073,233,159,68.24,Low (<75%)
GTC1074,233,172,73.82,Low (<75%)
GTC1075,233,171,73.39,Low (<75%)
GTC1076,233,187,80.26,Good (75%+)
GTC1077,233,159,68.24,Low (<75%)
GTC1078,233,195,83.69,Good (75%+)
GTC1079,233,158,67.81,Low (<75%)
GTC1080,233,177,75.97,Good (75%+)
GTC1081,233,181,77.68,Good (75%+)
GTC1082,233,181,77.68,Good (75%+)
GTC1083,233,174,74.68,Low (<75%)
GTC1084,233,168,72.1,Low (<75%)
GTC1085,233,173,74.25,Low (<75%)
GTC1086,233,196,84.12,Good (75%+)
GTC1087,233,183,78.54,Good (75%+)
GTC1088,233,153,65.67,Low (<75%)
GTC1089,233,170,72.96,Low (<75%)
GTC1090,233,168,72.1,Low (<75%)
GTC1091,233,179,76.82,Good (75%+)
GTC1092,233,179,76.82,Good (75%+)
GTC1093,233,169,72.53,Low (<75%)
GTC1094,233,173,74.25,Low (<75%)
GTC1095,233,176,75.54,Good (75%+)
GTC1096,233,172,73.82,Low (<75%)
GTC1097,233,177,75.97,Good (75%+)
GTC1098,233,187,80.26,Good (75%+)
GTC1099,233,159,68.24,Low (<75%)
GTC1100,233,162,69.53,Low (<75%)
GTC1101,233,188,80.69,Good (75%+)
GTC1102,233,175,75.11,Good (75%+)
GTC1103,233,185,79.4,Good (75%+)
GTC1104,233,181,77.68,Good (75%+)
GTC1105,233,178,76.39,Good (75%+)
GTC1106,233,181,77.68,Good (75%+)
GTC1107,233,175,75.11,Good (75%+)
GTC1108,233,180,77.25,Good (75%+)
GTC1109,233,173,74.25,Low (<75%)
GTC1110,233,164,70.39,Low (<75%)
GTC1111,233,170,72.96,Low (<75%)
GTC1112,233,172,73.82,Low (<75%)
GTC1113,233,184,78.97,Good (75%+)
GTC1114,233,178,76.39,Good (75%+)
GTC1115,233,164,70.39,Low (<75%)
GTC1116,233,178,76.39,Good (75%+)
GTC1117,233,180,77.25,Good (75%+)
GTC1118,233,164,70.39,Low (<75%)
GTC1119,233,181,77.68,Good (75%+)
GTC1120,233,161,69.1,Low (<75%)
GTC1121,233,150,64.38,Low (<75%)
GTC1122,233,169,72.53,Low (<75%)
GTC1123,233,166,71.24,Low (<75%)
GTC1124,233,180,77.25,Good (75%+)
GTC1125,233,167,71.67,Low (<75%)
GTC1126,233,179,76.82,Good (75%+)
GTC1127,233,175,75.11,Good (75%+)
GTC1128,233,170,72.96,Low (<75%)
GTC1129,233,177,75.97,Good (75%+)
GTC1130,233,162,69.53,Low (<75%)
GTC1131,233,188,80.69,Good (75%+)
GTC1132,233,176,75.54,Good (75%+)
GTC1133,233,189,81.12,Good (75%+)
GTC1134,233,170,72.96,Low (<75%)
GTC1135,233,171,73.39,Low (<75%)
GTC1136,233,177,75.97,Good (75%+)
GTC1137,233,167,71.67,Low (<75%)
GTC1138,233,172,73.82,Low (<75%)
GTC1139,233,183,78.54,Good (75%+)
GTC1140,233,166,71.24,Low (<75%)
GTC1141,233,167,71.67,Low (<75%)
GTC1142,233,175,75.11,Good (75%+)
GTC1143,233,154,66.09,Low (<75%)
GTC1144,233,191,81.97,Good (75%+)
GTC1145,233,178,76.39,Good (75%+)
GTC1146,233,161,69.1,Low (<75%)
GTC1147,233,169,72.53,Low (<75%)
GTC1148,233,176,75.54,Good (75%+)
GTC1149,233,185,79.4,Good (75%+)
GTC1150,233,177,75.97,Good (75%+)
GTC1151,233,182,78.11,Good (75%+)
GTC1152,233,164,70.39,Low (<75%)
GTC1153,233,177,75.97,Good (75%+)
GTC1154,233,182,78.11,Good (75%+)
GTC1155,233,173,74.25,Low (<75%)
GTC1156,233,164,70.39,Low (<75%)
GTC1157,233,171,73.39,Low (<75%)
GTC1158,233,175,75.11,Good (75%+)
GTC1159,233,178,76.39,Good (75%+)
GTC1160,233,178,76.39,Good (75%+)
GTC1161,233,172,73.82,Low (<75%)
GTC1162,233,184,78.97,Good (75%+)
GTC1163,233,183,78.54,Good (75%+)
GTC1164,233,148,63.52,Low (<75%)
GTC1165,233,174,74.68,Low (<75%)
GTC1166,233,194,83.26,Good (75%+)
GTC1167,233,183,78.54,Good (75%+)
GTC1168,233,174,74.68,Low (<75%)
GTC1169,233,159,68.24,Low (<75%)
GTC1170,233,171,73.39,Low (<75%)
GTC1171,233,172,73.82,Low (<75%)
GTC1172,233,178,76.39,Good (75%+)
GTC1173,233,171,73.39,Low (<75%)
GTC1174,233,177,75.97,Good (75%+)
GTC1175,233,176,75.54,Good (75%+)
GTC1176,233,190,81.55,Good (75%+)
GTC1177,233,172,73.82,Low (<75%)
GTC1178,233,166,71.24,Low (<75%)
GTC1179,233,173,74.25,Low (<75%)
GTC1180,233,179,76.82,Good (75%+)
GTC1181,233,157,67.38,Low (<75%)
GTC1182,233,181,77.68,Good (75%+)
GTC1183,233,178,76.39,Good (75%+)
GTC1184,233,183,78.54,Good (75%+)
GTC1185,233,159,68.24,Low (<75%)
GTC1186,233,168,72.1,Low (<75%)
GTC1187,233,166,71.24,Low (<75%)
GTC1188,233,182,78.11,Good (75%+)
GTC1189,233,179,76.82,Good (75%+)
GTC1190,233,177,75.97,Good (75%+)
GTC1191,233,166,71.24,Low (<75%)
GTC1192,233,192,82.4,Good (75%+)
GTC1193,233,173,74.25,Low (<75%)
GTC1194,233,174,74.68,Low (<75%)
GTC1195,233,162,69.53,Low (<75%)
GTC1196,233,178,76.39,Good (75%+)
GTC1197,233,185,79.4,Good (75%+)
GTC1198,233,171,73.39,Low (<75%)
GTC1199,233,179,76.82,Good (75%+)
GTC1200,233,192,82.4,Good (75%+)
GTC1201,233,180,77.25,Good (75%+)
GTC1202,233,190,81.55,Good (75%+)
GTC1203,233,162,69.53,Low (<75%)
GTC1204,233,172,73.82,Low (<75%)
GTC1205,233,182,78.11,Good (75%+)
GTC1206,233,184,78.97,Good (75%+)
GTC1207,233,172,73.82,Low (<75%)
GTC1208,233,190,81.55,Good (75%+)
GTC1209,233,177,75.97,Good (75%+)
GTC1210,233,167,71.67,Low (<75%)
GTC1211,233,181,77.68,Good (75%+)
GTC1212,233,173,74.25,Low (<75%)
GTC1213,233,172,73.82,Low (<75%)
GTC1214,233,172,73.82,Low (<75%)
GTC1215,233,169,72.53,Low (<75%)
GTC1216,233,165,70.82,Low (<75%)
GTC1217,233,163,69.96,Low (<75%)
GTC1218,233,173,74.25,Low (<75%)
GTC1219,233,177,75.97,Good (75%+)
GTC1220,233,162,69.53,Low (<75%)
GTC1221,233,184,78.97,Good (75%+)
GTC1222,233,188,80.69,Good (75%+)
GTC1223,233,188,80.69,Good (75%+)
GTC1224,233,176,75.54,Good (75%+)
GTC1225,233,179,76.82,Good (75%+)
GTC1226,233,169,72.53,Low (<75%)
GTC1227,233,171,73.39,Low (<75%)
GTC1228,233,178,76.39,Good (75%+)
GTC1229,233,171,73.39,Low (<75%)
GTC1230,233,170,72.96,Low (<75%)
GTC1231,233,170,72.96,Low (<75%)
GTC1232,233,176,75.54,Good (75%+)
GTC1233,233,166,71.24,Low (<75%)
GTC1234,233,164,70.39,Low (<75%)
GTC1235,233,198,84.98,Good (75%+)
GTC1236,233,197,84.55,Good (75%+)
GTC1237,233,171,73.39,Low (<75%)
GTC1238,233,170,72.96,Low (<75%)
GTC1239,233,168,72.1,Low (<75%)
GTC1240,233,186,79.83,Good (75%+)
GTC1241,233,182,78.11,Good (75%+)
GTC1242,233,174,74.68,Low (<75%)
GTC1243,233,164,70.39,Low (<75%)
GTC1244,233,177,75.97,Good (75%+)
GTC1245,233,179,76.82,Good (75%+)
GTC1246,233,163,69.96,Low (<75%)
GTC1247,233,175,75.11,Good (75%+)
GTC1248,233,189,81.12,Good (75%+)
GTC1249,233,184,78.97,Good (75%+)
GTC1250,233,178,76.39,Good (75%+)
GTC1251,233,178,76.39,Good (75%+)
GTC1252,233,181,77.68,Good (75%+)
GTC1253,233,178,76.39,Good (75%+)
GTC1254,233,171,73.39,Low (<75%)
GTC1255,233,176,75.54,Good (75%+)
GTC1256,233,163,69.96,Low (<75%)
GTC1257,233,171,73.39,Low (<75%)
GTC1258,233,176,75.54,Good (75%+)
GTC1259,233,155,66.52,Low (<75%)
GTC1260,233,174,74.68,Low (<75%)
GTC1261,233,174,74.68,Low (<75%)
GTC1262,233,201,86.27,Good (75%+)
GTC1263,233,182,78.11,Good (75%+)
GTC1264,233,175,75.11,Good (75%+)
GTC1265,233,169,72.53,Low (<75%)
GTC1266,233,178,76.39,Good (75%+)
GTC1267,233,186,79.83,Good (75%+)
GTC1268,233,176,75.54,Good (75%+)
